record_id,vendor_id,vendor_name,category,region,status,period,year,month,quarter,invoice_amount,payment_days,on_time,quality_score,defect_rate,order_count,dispute_count
VP-0545,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Aug 2026,2026,8,Q3,76566.99,62,Yes,62.2,0.5162,8,0
VP-0557,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Aug 2026,2026,8,Q3,103380.93,32,Yes,79.1,0.3093,8,0
VP-0558,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Aug 2026,2026,8,Q3,161986.08,60,Yes,91.0,0.1165,13,0
VP-0559,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Aug 2026,2026,8,Q3,123685.63,53,Yes,92.1,0.117,2,0
VP-0560,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Aug 2026,2026,8,Q3,143874.07,35,Yes,88.7,0.1156,2,0
VP-0561,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Aug 2026,2026,8,Q3,73825.18,44,Yes,60.8,0.3392,13,0
VP-0562,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Aug 2026,2026,8,Q3,76499.16,27,Yes,73.6,0.1572,1,0
VP-0546,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Aug 2026,2026,8,Q3,263055.46,32,Yes,92.5,0.0617,6,0
VP-0547,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Aug 2026,2026,8,Q3,120332.26,21,Yes,60.5,0.2356,14,0
VP-0548,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Aug 2026,2026,8,Q3,88325.1,70,Yes,79.3,0.1712,2,0
VP-0549,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Aug 2026,2026,8,Q3,59327.64,20,Yes,75.4,0.2992,3,1
VP-0550,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Aug 2026,2026,8,Q3,167061.41,31,Yes,54.8,0.4013,1,1
VP-0534,V-TEC-01,Technology Vendor 01,Technology,South,Active,Aug 2026,2026,8,Q3,88422.68,41,Yes,100,0.0,4,0
VP-0535,V-TEC-02,Technology Vendor 02,Technology,North,Active,Aug 2026,2026,8,Q3,76278.38,70,Yes,62.0,0.4629,4,0
VP-0536,V-TEC-03,Technology Vendor 03,Technology,West,Inactive,Aug 2026,2026,8,Q3,50745.3,54,Yes,67.2,0.3036,11,0
VP-0537,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Aug 2026,2026,8,Q3,61475.4,77,No,60.2,0.5254,4,0
VP-0538,V-TEC-05,Technology Vendor 05,Technology,West,Active,Aug 2026,2026,8,Q3,109902.35,59,Yes,82.7,0.2449,6,0
VP-0539,V-TEC-06,Technology Vendor 06,Technology,West,Active,Aug 2026,2026,8,Q3,90682.85,37,Yes,86.3,0.1924,1,0
