invoice_id,customer_name,customer_segment,invoice_date,due_date,invoice_amount,paid_amount,outstanding_balance,days_overdue,aging_bucket,status,region,sales_rep
INV-0624,Delta Supplies,SMB,2025-03-08,2025-04-22,6846.65,0.0,6846.65,40,31-60,Overdue,South,Andres Gomez
INV-0625,Delta Supplies,SMB,2025-04-12,2025-05-27,24550.13,14596.69,9953.44,5,1-30,Partial,East,Carlos Perez
INV-0626,WaveCo Corp,Corporate,2025-01-07,2025-02-21,40481.14,0.0,40481.14,100,90+,Overdue,Central,Ana Torres
INV-0627,FastMart Inc,Retail,2025-03-29,2025-04-28,35753.86,0.0,35753.86,34,31-60,Overdue,North,Diego Herrera
INV-0628,Intex Solutions,Corporate,2024-12-09,2025-01-23,43955.35,16221.99,27733.36,129,90+,Partial,East,Ana Torres
INV-0629,JetLine Inc,Retail,2025-04-17,2025-05-02,42168.75,0.0,42168.75,30,1-30,Overdue,West,Carlos Perez
INV-0630,Eagle Trading,SMB,2025-03-25,2025-04-09,36507.56,0.0,36507.56,53,31-60,Overdue,Central,Luis Mendez
INV-0631,Bravo Trading,SMB,2025-01-03,2025-03-04,38575.41,38575.41,0.0,0,Current,Paid,Central,Maria Lopez
INV-0632,BlueStar Ltd,Corporate,2025-01-12,2025-03-13,32868.45,32868.45,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0633,MegaBuy SA,Retail,2025-04-27,2025-06-26,25305.6,0.0,25305.6,0,Current,Current,South,Sofia Ruiz
INV-0634,CityRetail SA,Retail,2025-01-23,2025-02-07,33302.59,0.0,33302.59,114,90+,Overdue,West,Diego Herrera
INV-0635,Zenith Corp,Corporate,2025-01-20,2025-02-19,22587.91,22587.91,0.0,0,Current,Paid,Central,Ana Torres
INV-0636,SkyLink SA,SMB,2025-03-01,2025-03-16,11331.55,1667.39,9664.16,77,61-90,Partial,South,Andres Gomez
INV-0637,Luminary Corp,Corporate,2024-12-11,2025-01-10,26135.32,0.0,26135.32,142,90+,Overdue,South,Maria Lopez
INV-0638,MegaBuy SA,Retail,2025-05-20,2025-06-04,49039.19,0.0,49039.19,0,Current,Current,West,Andres Gomez
INV-0639,KeyStone LLC,SMB,2025-03-25,2025-04-24,19144.65,10352.64,8792.01,38,31-60,Partial,North,Sofia Ruiz
INV-0640,Crest Corp,Corporate,2025-02-24,2025-03-26,26060.4,19565.88,6494.52,67,61-90,Partial,North,Sofia Ruiz
INV-0641,PrimeParts Co,SMB,2025-01-23,2025-02-22,22274.99,22274.99,0.0,0,Current,Paid,West,Maria Lopez
INV-0642,QualityGoods,Retail,2025-04-23,2025-05-23,8289.19,0.0,8289.19,9,1-30,Overdue,East,Luis Mendez
INV-0643,Apex Retail,Retail,2025-02-14,2025-03-31,36152.66,16598.08,19554.58,62,61-90,Partial,North,Luis Mendez
INV-0644,Global Parts Co,Corporate,2024-12-17,2025-02-15,1611.08,1611.08,0.0,0,Current,Paid,Central,Ana Torres
INV-0645,SkyLink SA,SMB,2025-04-27,2025-05-12,44594.48,44594.48,0.0,0,Current,Paid,Central,Ana Torres
INV-0646,FastMart Inc,Retail,2025-01-19,2025-03-20,30168.2,0.0,30168.2,73,61-90,Overdue,East,Ana Torres
INV-0647,Acme Corp,Corporate,2025-04-06,2025-06-05,30523.03,0.0,30523.03,0,Current,Current,East,Carlos Perez
INV-0648,PrimeParts Co,SMB,2025-04-05,2025-06-04,30241.52,0.0,30241.52,0,Current,Current,West,Ana Torres
INV-0649,Zenith Corp,Corporate,2024-12-23,2025-02-06,8802.22,0.0,8802.22,115,90+,Overdue,Central,Ana Torres
INV-0650,DynaBuy Inc,Retail,2025-04-03,2025-06-02,19580.36,0.0,19580.36,0,Current,Current,West,Carlos Perez
INV-0651,Delta Supplies,SMB,2025-01-18,2025-03-19,41412.45,0.0,41412.45,74,61-90,Overdue,North,Luis Mendez
INV-0652,FastMart Inc,Retail,2025-01-15,2025-01-30,5112.9,0.0,5112.9,122,90+,Overdue,West,Maria Lopez
INV-0653,Crest Corp,Corporate,2024-12-09,2025-02-07,26341.19,3492.28,22848.91,114,90+,Partial,Central,Maria Lopez
INV-0654,QualityGoods,Retail,2025-01-28,2025-03-29,17850.63,0.0,17850.63,64,61-90,Overdue,West,Luis Mendez
INV-0655,DynaBuy Inc,Retail,2025-02-12,2025-03-14,13098.64,0.0,13098.64,79,61-90,Overdue,Central,Carlos Perez
INV-0656,DynaBuy Inc,Retail,2024-12-29,2025-02-27,13261.35,13261.35,0.0,0,Current,Paid,North,Sofia Ruiz
INV-0657,XcelBuy SA,Retail,2025-01-18,2025-02-02,19063.98,19063.98,0.0,0,Current,Paid,North,Carlos Perez
INV-0658,Zenith Corp,Corporate,2025-02-28,2025-03-15,8161.54,0.0,8161.54,78,61-90,Overdue,East,Valentina Cruz
INV-0659,Intex Solutions,Corporate,2025-01-07,2025-02-21,30788.09,0.0,30788.09,100,90+,Overdue,East,Valentina Cruz
INV-0660,MegaBuy SA,Retail,2025-01-10,2025-03-11,9346.62,0.0,9346.62,82,61-90,Overdue,South,Valentina Cruz
INV-0661,PrimeParts Co,SMB,2025-01-04,2025-02-18,38822.63,7902.4,30920.23,103,90+,Partial,East,Sofia Ruiz
INV-0662,Bravo Trading,SMB,2025-02-06,2025-03-08,5463.79,3767.62,1696.17,85,61-90,Partial,North,Luis Mendez
INV-0663,Zenith Corp,Corporate,2025-04-20,2025-06-19,48246.23,0.0,48246.23,0,Current,Current,Central,Maria Lopez
INV-0664,Acme Corp,Corporate,2025-01-31,2025-04-01,4862.96,4862.96,0.0,0,Current,Paid,North,Ana Torres
INV-0665,Luminary Corp,Corporate,2025-02-22,2025-04-23,30891.3,19575.95,11315.35,39,31-60,Partial,North,Maria Lopez
INV-0666,TechWorld Inc,Corporate,2024-12-19,2025-02-17,22229.12,22229.12,0.0,0,Current,Paid,North,Ana Torres
INV-0667,Vertex Supply,SMB,2025-04-12,2025-04-27,39305.99,24520.54,14785.45,35,31-60,Partial,Central,Sofia Ruiz
INV-0668,TechWorld Inc,Corporate,2025-02-28,2025-03-30,32923.45,0.0,32923.45,63,61-90,Overdue,South,Maria Lopez
INV-0669,CityRetail SA,Retail,2025-03-02,2025-05-01,20569.82,20569.82,0.0,0,Current,Paid,East,Valentina Cruz
INV-0670,Acme Corp,Corporate,2025-01-11,2025-02-25,36443.87,0.0,36443.87,96,90+,Overdue,North,Carlos Perez
INV-0671,SkyLink SA,SMB,2025-03-22,2025-04-21,30514.99,30514.99,0.0,0,Current,Paid,East,Diego Herrera
INV-0672,DynaBuy Inc,Retail,2025-03-26,2025-04-25,20653.16,20653.16,0.0,0,Current,Paid,West,Maria Lopez
INV-0673,CityRetail SA,Retail,2025-03-05,2025-03-20,40245.64,0.0,40245.64,73,61-90,Overdue,Central,Sofia Ruiz
INV-0674,Crest Corp,Corporate,2024-12-05,2025-02-03,48319.75,0.0,48319.75,118,90+,Overdue,Central,Sofia Ruiz
INV-0675,YieldTech,SMB,2025-02-03,2025-04-04,44877.93,0.0,44877.93,58,31-60,Overdue,South,Diego Herrera
INV-0676,PrimeParts Co,SMB,2025-05-14,2025-07-13,31866.26,0.0,31866.26,0,Current,Current,North,Sofia Ruiz
INV-0677,Harbor Goods,SMB,2025-02-15,2025-04-01,26066.96,26066.96,0.0,0,Current,Paid,South,Diego Herrera
INV-0678,Apex Retail,Retail,2025-03-19,2025-04-03,20247.07,0.0,20247.07,59,31-60,Overdue,East,Luis Mendez
INV-0679,KeyStone LLC,SMB,2025-01-30,2025-03-16,18000.13,0.0,18000.13,77,61-90,Overdue,North,Ana Torres
INV-0680,Intex Solutions,Corporate,2025-01-24,2025-02-23,12125.64,12125.64,0.0,0,Current,Paid,South,Luis Mendez
INV-0681,Intex Solutions,Corporate,2025-04-10,2025-05-10,41898.57,28667.16,13231.41,22,1-30,Partial,South,Luis Mendez
INV-0682,Delta Supplies,SMB,2024-12-25,2025-01-09,38330.09,5047.97,33282.12,143,90+,Partial,North,Andres Gomez
INV-0683,PrimeParts Co,SMB,2025-01-25,2025-03-11,24794.86,0.0,24794.86,82,61-90,Overdue,East,Diego Herrera
INV-0684,DynaBuy Inc,Retail,2025-02-19,2025-03-21,37633.38,37633.38,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0685,QualityGoods,Retail,2025-01-13,2025-01-28,25372.52,15597.86,9774.66,124,90+,Partial,West,Andres Gomez
INV-0686,FastMart Inc,Retail,2024-12-04,2025-02-02,16124.74,16124.74,0.0,0,Current,Paid,West,Carlos Perez
INV-0687,Vertex Supply,SMB,2025-01-03,2025-01-18,16609.09,0.0,16609.09,134,90+,Overdue,South,Valentina Cruz
INV-0688,Intex Solutions,Corporate,2025-04-01,2025-05-16,23831.6,0.0,23831.6,16,1-30,Overdue,South,Sofia Ruiz
INV-0689,Luminary Corp,Corporate,2025-02-12,2025-03-14,21245.1,0.0,21245.1,79,61-90,Overdue,South,Andres Gomez
INV-0690,Luminary Corp,Corporate,2025-02-05,2025-03-07,28784.78,0.0,28784.78,86,61-90,Overdue,West,Sofia Ruiz
INV-0691,Vertex Supply,SMB,2025-03-23,2025-04-22,27989.33,0.0,27989.33,40,31-60,Overdue,South,Carlos Perez
INV-0692,Global Parts Co,Corporate,2025-01-30,2025-02-14,9242.06,7824.99,1417.07,107,90+,Partial,South,Ana Torres
INV-0693,Bravo Trading,SMB,2025-01-27,2025-03-13,12923.21,0.0,12923.21,80,61-90,Overdue,Central,Diego Herrera
INV-0694,BlueStar Ltd,Corporate,2024-12-06,2025-01-05,3471.8,0.0,3471.8,147,90+,Overdue,West,Carlos Perez
INV-0695,PrimeParts Co,SMB,2025-03-07,2025-04-21,18367.62,0.0,18367.62,41,31-60,Overdue,North,Andres Gomez
INV-0696,DynaBuy Inc,Retail,2025-05-26,2025-07-25,6501.26,0.0,6501.26,0,Current,Current,East,Diego Herrera
INV-0697,Bravo Trading,SMB,2025-01-04,2025-02-03,48978.97,48978.97,0.0,0,Current,Paid,Central,Luis Mendez
INV-0698,KeyStone LLC,SMB,2025-02-06,2025-02-21,19363.01,19363.01,0.0,0,Current,Paid,Central,Andres Gomez
INV-0699,UniMart Ltd,Retail,2024-12-19,2025-02-02,21379.92,0.0,21379.92,119,90+,Overdue,South,Ana Torres
INV-0700,MegaBuy SA,Retail,2025-04-20,2025-06-04,11796.79,0.0,11796.79,0,Current,Current,North,Carlos Perez
INV-0701,KeyStone LLC,SMB,2024-12-28,2025-02-26,13926.78,10404.77,3522.01,95,90+,Partial,East,Sofia Ruiz
INV-0702,Luminary Corp,Corporate,2025-02-15,2025-03-17,9602.37,9602.37,0.0,0,Current,Paid,Central,Andres Gomez
INV-0703,XcelBuy SA,Retail,2024-12-03,2024-12-18,10923.29,1875.15,9048.14,165,90+,Partial,South,Sofia Ruiz
INV-0704,DynaBuy Inc,Retail,2025-05-25,2025-07-24,26437.15,0.0,26437.15,0,Current,Current,West,Maria Lopez
INV-0705,CityRetail SA,Retail,2024-12-24,2025-01-23,4673.41,0.0,4673.41,129,90+,Overdue,North,Sofia Ruiz
INV-0706,MegaBuy SA,Retail,2025-03-29,2025-05-13,22436.44,22436.44,0.0,0,Current,Paid,East,Luis Mendez
INV-0707,QualityGoods,Retail,2025-05-23,2025-07-07,43088.26,0.0,43088.26,0,Current,Current,South,Maria Lopez
INV-0708,KeyStone LLC,SMB,2025-01-13,2025-02-27,27652.99,27652.99,0.0,0,Current,Paid,West,Andres Gomez
INV-0709,WaveCo Corp,Corporate,2024-12-31,2025-03-01,31736.85,0.0,31736.85,92,90+,Overdue,Central,Ana Torres
INV-0710,SkyLink SA,SMB,2025-03-04,2025-05-03,27213.57,0.0,27213.57,29,1-30,Overdue,West,Sofia Ruiz
INV-0711,Omega Retail,Retail,2025-02-15,2025-04-01,8208.02,8208.02,0.0,0,Current,Paid,East,Diego Herrera
INV-0712,QualityGoods,Retail,2025-03-19,2025-05-18,26987.39,0.0,26987.39,14,1-30,Overdue,South,Diego Herrera
INV-0713,PrimeParts Co,SMB,2025-05-29,2025-07-28,39999.26,0.0,39999.26,0,Current,Current,West,Sofia Ruiz
INV-0714,TechWorld Inc,Corporate,2025-01-11,2025-02-25,9834.26,0.0,9834.26,96,90+,Overdue,South,Maria Lopez
INV-0715,NovaTech Ltd,Corporate,2025-04-20,2025-06-19,41507.13,0.0,41507.13,0,Current,Current,West,Luis Mendez
INV-0716,Harbor Goods,SMB,2025-02-12,2025-03-14,26072.2,0.0,26072.2,79,61-90,Overdue,East,Carlos Perez
INV-0717,TechWorld Inc,Corporate,2024-12-16,2025-01-30,20938.74,0.0,20938.74,122,90+,Overdue,East,Sofia Ruiz
INV-0718,FastMart Inc,Retail,2025-05-03,2025-07-02,31077.61,0.0,31077.61,0,Current,Current,South,Sofia Ruiz
INV-0719,Intex Solutions,Corporate,2025-04-13,2025-05-28,1460.07,1460.07,0.0,0,Current,Paid,Central,Andres Gomez
INV-0720,RedLine Corp,Corporate,2025-05-05,2025-06-19,13825.16,0.0,13825.16,0,Current,Current,North,Ana Torres
INV-0721,WaveCo Corp,Corporate,2025-04-02,2025-04-17,7958.84,2836.81,5122.03,45,31-60,Partial,West,Maria Lopez
INV-0722,JetLine Inc,Retail,2025-02-02,2025-02-17,16847.31,0.0,16847.31,104,90+,Overdue,West,Diego Herrera
INV-0723,Eagle Trading,SMB,2025-02-20,2025-03-07,27388.0,27388.0,0.0,0,Current,Paid,North,Sofia Ruiz
INV-0724,Crest Corp,Corporate,2025-05-28,2025-06-12,48742.63,0.0,48742.63,0,Current,Current,East,Valentina Cruz
INV-0725,WaveCo Corp,Corporate,2025-02-07,2025-03-09,37012.14,37012.14,0.0,0,Current,Paid,South,Valentina Cruz
INV-0726,Omega Retail,Retail,2025-01-30,2025-03-31,34231.39,11717.32,22514.07,62,61-90,Partial,North,Luis Mendez
INV-0727,UniMart Ltd,Retail,2025-03-28,2025-05-27,32106.74,32106.74,0.0,0,Current,Paid,North,Carlos Perez
INV-0728,Crest Corp,Corporate,2025-05-03,2025-06-02,31828.99,0.0,31828.99,0,Current,Current,North,Luis Mendez
INV-0729,KeyStone LLC,SMB,2025-03-22,2025-04-06,20092.51,20092.51,0.0,0,Current,Paid,North,Ana Torres
INV-0730,BlueStar Ltd,Corporate,2024-12-06,2025-01-05,18884.23,18884.23,0.0,0,Current,Paid,Central,Andres Gomez
INV-0731,FastMart Inc,Retail,2024-12-07,2025-01-21,46577.01,0.0,46577.01,131,90+,Overdue,West,Carlos Perez
INV-0732,UniMart Ltd,Retail,2025-03-01,2025-03-31,35215.74,0.0,35215.74,62,61-90,Overdue,North,Maria Lopez
INV-0733,Eagle Trading,SMB,2025-03-11,2025-04-25,40373.51,9880.37,30493.14,37,31-60,Partial,West,Luis Mendez
INV-0734,WaveCo Corp,Corporate,2025-04-27,2025-06-11,44983.82,0.0,44983.82,0,Current,Current,West,Diego Herrera
INV-0735,PrimeParts Co,SMB,2025-01-13,2025-03-14,9893.9,9893.9,0.0,0,Current,Paid,West,Sofia Ruiz
INV-0736,Luminary Corp,Corporate,2025-03-22,2025-04-21,3909.39,3909.39,0.0,0,Current,Paid,East,Andres Gomez
INV-0737,JetLine Inc,Retail,2025-02-04,2025-02-19,38907.94,25299.63,13608.31,102,90+,Partial,East,Diego Herrera
INV-0738,Crest Corp,Corporate,2024-12-24,2025-01-23,16374.36,16374.36,0.0,0,Current,Paid,North,Diego Herrera
INV-0739,RedLine Corp,Corporate,2025-01-17,2025-03-18,38403.84,38403.84,0.0,0,Current,Paid,West,Luis Mendez
INV-0740,JetLine Inc,Retail,2024-12-18,2025-02-01,5967.97,895.25,5072.72,120,90+,Partial,East,Valentina Cruz
INV-0741,Apex Retail,Retail,2025-05-23,2025-06-22,5799.23,0.0,5799.23,0,Current,Current,South,Ana Torres
INV-0742,Global Parts Co,Corporate,2025-01-05,2025-03-06,33067.1,20699.53,12367.57,87,61-90,Partial,North,Maria Lopez
INV-0743,Intex Solutions,Corporate,2025-04-05,2025-04-20,1147.76,0.0,1147.76,42,31-60,Overdue,North,Diego Herrera
INV-0744,UniMart Ltd,Retail,2025-02-01,2025-02-16,18365.84,0.0,18365.84,105,90+,Overdue,West,Carlos Perez
INV-0745,Crest Corp,Corporate,2025-05-17,2025-07-01,26686.53,0.0,26686.53,0,Current,Current,West,Diego Herrera
INV-0746,XcelBuy SA,Retail,2025-05-12,2025-06-11,48049.04,0.0,48049.04,0,Current,Current,North,Sofia Ruiz
INV-0747,Delta Supplies,SMB,2025-01-15,2025-03-16,9878.29,2830.84,7047.45,77,61-90,Partial,North,Luis Mendez
INV-0748,UniMart Ltd,Retail,2025-05-04,2025-06-18,33887.38,0.0,33887.38,0,Current,Current,South,Valentina Cruz
INV-0749,WaveCo Corp,Corporate,2025-04-19,2025-05-19,27723.29,16444.04,11279.25,13,1-30,Partial,West,Carlos Perez
INV-0750,RedLine Corp,Corporate,2025-03-02,2025-04-16,27729.03,0.0,27729.03,46,31-60,Overdue,Central,Andres Gomez
INV-0751,Bravo Trading,SMB,2024-12-20,2025-02-18,41394.67,11612.94,29781.73,103,90+,Partial,East,Valentina Cruz
INV-0752,RedLine Corp,Corporate,2025-01-11,2025-02-25,18320.42,15020.33,3300.09,96,90+,Partial,South,Valentina Cruz
INV-0753,Acme Corp,Corporate,2024-12-30,2025-01-14,26121.66,0.0,26121.66,138,90+,Overdue,North,Sofia Ruiz
INV-0754,JetLine Inc,Retail,2025-04-05,2025-05-05,42858.16,42858.16,0.0,0,Current,Paid,North,Sofia Ruiz
INV-0755,Apex Retail,Retail,2025-05-07,2025-05-22,23288.31,23288.31,0.0,0,Current,Paid,East,Ana Torres
INV-0756,Intex Solutions,Corporate,2025-04-02,2025-05-17,40648.17,40648.17,0.0,0,Current,Paid,East,Luis Mendez
INV-0757,MegaBuy SA,Retail,2025-05-12,2025-06-26,39748.76,0.0,39748.76,0,Current,Current,Central,Luis Mendez
INV-0758,FastMart Inc,Retail,2024-12-30,2025-02-13,2349.89,0.0,2349.89,108,90+,Overdue,West,Carlos Perez
INV-0759,MegaBuy SA,Retail,2025-03-07,2025-04-21,44049.73,35137.79,8911.94,41,31-60,Partial,North,Maria Lopez
INV-0760,Delta Supplies,SMB,2024-12-20,2025-02-18,3179.33,1079.34,2099.99,103,90+,Partial,South,Maria Lopez
INV-0761,SkyLink SA,SMB,2025-01-23,2025-02-22,8083.28,0.0,8083.28,99,90+,Overdue,South,Diego Herrera
INV-0762,MegaBuy SA,Retail,2025-04-05,2025-06-04,14844.26,0.0,14844.26,0,Current,Current,West,Carlos Perez
INV-0763,MegaBuy SA,Retail,2025-03-06,2025-03-21,24054.81,0.0,24054.81,72,61-90,Overdue,South,Ana Torres
INV-0764,RedLine Corp,Corporate,2025-05-10,2025-07-09,25340.24,0.0,25340.24,0,Current,Current,West,Sofia Ruiz
INV-0765,YieldTech,SMB,2025-01-28,2025-02-27,24649.12,0.0,24649.12,94,90+,Overdue,South,Ana Torres
INV-0766,Global Parts Co,Corporate,2025-03-30,2025-04-14,13679.73,8393.25,5286.48,48,31-60,Partial,Central,Luis Mendez
INV-0767,SkyLink SA,SMB,2024-12-11,2025-02-09,21465.26,7310.08,14155.18,112,90+,Partial,North,Carlos Perez
INV-0768,TechWorld Inc,Corporate,2025-04-18,2025-06-02,31002.94,0.0,31002.94,0,Current,Current,North,Sofia Ruiz
INV-0769,Zenith Corp,Corporate,2025-02-08,2025-02-23,46248.55,46248.55,0.0,0,Current,Paid,West,Ana Torres
INV-0770,Vertex Supply,SMB,2025-05-10,2025-05-25,37109.29,37109.29,0.0,0,Current,Paid,East,Ana Torres
INV-0771,TechWorld Inc,Corporate,2025-05-28,2025-07-12,34842.86,0.0,34842.86,0,Current,Current,South,Sofia Ruiz
INV-0772,Delta Supplies,SMB,2025-01-31,2025-02-15,16927.9,0.0,16927.9,106,90+,Overdue,East,Andres Gomez
INV-0773,Global Parts Co,Corporate,2025-01-11,2025-03-12,31340.58,0.0,31340.58,81,61-90,Overdue,South,Sofia Ruiz
INV-0774,WaveCo Corp,Corporate,2025-01-02,2025-01-17,13145.09,13145.09,0.0,0,Current,Paid,North,Valentina Cruz
INV-0775,Global Parts Co,Corporate,2025-05-18,2025-07-17,32910.51,0.0,32910.51,0,Current,Current,Central,Sofia Ruiz
INV-0776,Acme Corp,Corporate,2024-12-13,2025-01-27,33317.59,0.0,33317.59,125,90+,Overdue,North,Valentina Cruz
INV-0777,Luminary Corp,Corporate,2025-03-18,2025-05-17,11942.85,9941.93,2000.92,15,1-30,Partial,North,Maria Lopez
INV-0778,Delta Supplies,SMB,2024-12-30,2025-01-14,9727.66,4314.12,5413.54,138,90+,Partial,East,Andres Gomez
INV-0779,DynaBuy Inc,Retail,2025-03-29,2025-05-13,17011.7,3704.36,13307.34,19,1-30,Partial,North,Maria Lopez
INV-0780,Luminary Corp,Corporate,2024-12-22,2025-02-05,12192.14,0.0,12192.14,116,90+,Overdue,East,Diego Herrera
INV-0781,QualityGoods,Retail,2024-12-22,2025-02-05,43994.53,0.0,43994.53,116,90+,Overdue,East,Maria Lopez
INV-0782,Apex Retail,Retail,2025-04-04,2025-05-04,17418.41,3534.99,13883.42,28,1-30,Partial,North,Sofia Ruiz
INV-0783,XcelBuy SA,Retail,2025-02-14,2025-03-16,28858.48,9647.02,19211.46,77,61-90,Partial,West,Luis Mendez
INV-0784,TechWorld Inc,Corporate,2025-01-13,2025-02-12,10734.49,10734.49,0.0,0,Current,Paid,East,Andres Gomez
INV-0785,RedLine Corp,Corporate,2025-03-13,2025-04-12,21788.18,0.0,21788.18,50,31-60,Overdue,South,Ana Torres
INV-0786,YieldTech,SMB,2025-03-11,2025-03-26,28088.34,0.0,28088.34,67,61-90,Overdue,South,Ana Torres
INV-0787,Delta Supplies,SMB,2025-04-24,2025-05-09,38389.03,0.0,38389.03,23,1-30,Overdue,South,Diego Herrera
INV-0788,NovaTech Ltd,Corporate,2025-02-07,2025-03-24,8021.87,8021.87,0.0,0,Current,Paid,West,Sofia Ruiz
INV-0789,Eagle Trading,SMB,2024-12-26,2025-02-09,30477.42,0.0,30477.42,112,90+,Overdue,South,Maria Lopez
INV-0790,TechWorld Inc,Corporate,2024-12-07,2024-12-22,18283.44,0.0,18283.44,161,90+,Overdue,South,Luis Mendez
INV-0791,PrimeParts Co,SMB,2024-12-16,2025-01-30,9606.84,4374.81,5232.03,122,90+,Partial,South,Andres Gomez
INV-0792,FastMart Inc,Retail,2025-05-23,2025-07-22,38344.67,0.0,38344.67,0,Current,Current,South,Luis Mendez
INV-0793,Acme Corp,Corporate,2025-04-05,2025-05-05,38009.94,38009.94,0.0,0,Current,Paid,East,Valentina Cruz
INV-0794,DynaBuy Inc,Retail,2024-12-06,2025-01-20,43405.36,0.0,43405.36,132,90+,Overdue,West,Andres Gomez
INV-0795,NovaTech Ltd,Corporate,2024-12-27,2025-02-25,36149.95,29077.37,7072.58,96,90+,Partial,West,Maria Lopez
INV-0796,SkyLink SA,SMB,2025-01-18,2025-02-02,22854.67,0.0,22854.67,119,90+,Overdue,Central,Maria Lopez
INV-0797,BlueStar Ltd,Corporate,2025-05-21,2025-07-20,26048.27,0.0,26048.27,0,Current,Current,South,Valentina Cruz
INV-0798,UniMart Ltd,Retail,2025-03-18,2025-05-17,20202.97,14560.6,5642.37,15,1-30,Partial,North,Luis Mendez
INV-0799,Omega Retail,Retail,2025-03-17,2025-04-01,34652.67,0.0,34652.67,61,61-90,Overdue,South,Valentina Cruz
INV-0800,Omega Retail,Retail,2025-01-23,2025-02-07,9398.68,0.0,9398.68,114,90+,Overdue,West,Carlos Perez
