record_id,period,year,month,quarter,transaction_type,entity_name,entity_segment,region,invoice_amount,paid_amount,outstanding_balance,overdue_amount,days_overdue,aging_bucket,status,payment_terms
668,2026-06,2026,6,Q2,AP,Prime Vendors,Consulting,West,12865.47,6924.76,5940.71,5940.71,16,1-30,Partial,Net 60
469,2026-02,2026,2,Q1,AP,General Utilities,Utilities,North,115730.01,0.0,115730.01,0.0,0,Current,Current,2/10 Net 30
497,2025-08,2025,8,Q3,AP,Acme Supplies,Office,West,59519.03,0.0,59519.03,0.0,0,Current,Current,2/10 Net 30
575,2025-09,2025,9,Q3,AP,InfoSys Partners,Consulting,North,164093.27,6430.47,157662.8,157662.8,45,31-60,Overdue,Net 45
366,2025-01,2025,1,Q1,AP,Acme Supplies,Office,North,121416.88,13177.93,108238.95,108238.95,77,61-90,Overdue,Net 45
453,2025-08,2025,8,Q3,AP,Reliant Power,Utilities,West,144606.63,9143.2,135463.43,135463.43,61,61-90,Overdue,Net 45
42,2025-06,2025,6,Q2,AR,Jupiter Startup,Startup,West,75293.86,27190.47,48103.39,48103.39,26,1-30,Partial,Net 90
507,2025-02,2025,2,Q1,AP,OmniSource,Office,North,120347.75,76265.0,44082.75,0.0,0,Current,Partial,Net 60
119,2025-02,2025,2,Q1,AR,Jupiter Startup,Startup,Central,129316.07,0.0,129316.07,0.0,0,Current,Current,Net 45
644,2025-05,2025,5,Q2,AP,Keystone Energy,Utilities,West,31905.67,233.14,31672.53,31672.53,81,61-90,Overdue,Net 60
479,2025-12,2025,12,Q4,AP,OmniSource,Office,South,131218.65,0.0,131218.65,0.0,0,Current,Current,Net 60
168,2025-04,2025,4,Q2,AR,Global Retail,Retail,South,93419.65,0.0,93419.65,0.0,0,Current,Current,2/10 Net 30
659,2025-12,2025,12,Q4,AP,FirmBase Infra,Technology,North,21615.42,386.54,21228.88,21228.88,101,90+,Overdue,Net 90
482,2025-06,2025,6,Q2,AP,Acme Supplies,Office,Central,45265.22,1289.17,43976.05,43976.05,87,61-90,Overdue,Net 30
37,2025-07,2025,7,Q3,AR,Metro Bank,Government,East,194465.03,0.0,194465.03,0.0,0,Current,Current,Net 60
188,2025-04,2025,4,Q2,AR,Global Retail,Retail,North,106175.23,14660.48,91514.75,91514.75,14,1-30,Overdue,Net 45
236,2025-03,2025,3,Q1,AR,Quantum Ltd,SMB,East,210475.29,0.0,210475.29,0.0,0,Current,Current,Net 60
56,2025-09,2025,9,Q3,AR,Cedar Group,Enterprise,West,249977.42,0.0,249977.42,0.0,0,Current,Current,Net 60
153,2025-03,2025,3,Q1,AR,Quantum Ltd,SMB,East,129295.29,0.0,129295.29,0.0,0,Current,Current,2/10 Net 30
194,2025-09,2025,9,Q3,AR,Echo Solutions,SMB,North,64402.22,967.95,63434.27,63434.27,51,31-60,Overdue,2/10 Net 30
55,2025-09,2025,9,Q3,AR,Metro Bank,Government,East,191501.28,0.0,191501.28,0.0,0,Current,Current,Net 90
451,2025-09,2025,9,Q3,AP,Prime Vendors,Consulting,Central,78037.89,0.0,78037.89,0.0,0,Current,Current,Net 90
570,2026-04,2026,4,Q2,AP,Crown Logistics,Logistics,South,155105.07,20704.56,134400.51,134400.51,47,31-60,Overdue,Net 60
155,2025-04,2025,4,Q2,AR,Kite Ventures,Startup,South,204309.67,0.0,204309.67,0.0,0,Current,Current,Net 45
504,2025-02,2025,2,Q1,AP,HarbourFreight,Logistics,Central,148163.71,52236.45,95927.26,95927.26,86,61-90,Partial,Net 30
324,2026-04,2026,4,Q2,AR,Apex Corp,Enterprise,West,222989.55,32592.1,190397.45,190397.45,117,90+,Overdue,Net 45
169,2025-05,2025,5,Q2,AR,Cedar Group,Enterprise,North,181123.07,42903.59,138219.48,0.0,0,Current,Partial,2/10 Net 30
447,2026-04,2026,4,Q2,AP,Acme Supplies,Office,Central,68701.79,8952.9,59748.89,59748.89,164,90+,Overdue,Net 60
657,2026-05,2026,5,Q2,AP,Elite Services,Consulting,West,101612.39,5864.78,95747.61,95747.61,41,31-60,Overdue,Net 30
530,2025-08,2025,8,Q3,AP,General Utilities,Utilities,Central,81211.94,3387.91,77824.03,77824.03,20,1-30,Overdue,2/10 Net 30
271,2025-12,2025,12,Q4,AR,Oak Institute,Government,West,194663.15,0.0,194663.15,0.0,0,Current,Current,Net 30
628,2025-09,2025,9,Q3,AP,HarbourFreight,Logistics,West,152655.93,0.0,152655.93,0.0,0,Current,Current,Net 45
270,2026-02,2026,2,Q1,AR,Metro Bank,Government,West,193376.64,129208.09,64168.55,0.0,0,Current,Partial,Net 90
290,2025-09,2025,9,Q3,AR,Quantum Ltd,SMB,North,158745.54,71404.54,87341.0,0.0,0,Current,Partial,Net 90
441,2025-04,2025,4,Q2,AP,Reliant Power,Utilities,North,23710.59,7707.62,16002.97,16002.97,9,1-30,Partial,2/10 Net 30
370,2026-03,2026,3,Q1,AP,InfoSys Partners,Consulting,West,77647.95,11432.53,66215.42,66215.42,35,31-60,Overdue,Net 45
288,2025-02,2025,2,Q1,AR,Jupiter Startup,Startup,South,176867.4,104615.93,72251.47,0.0,0,Current,Partial,Net 45
512,2026-01,2026,1,Q1,AP,Quality Goods,Office,Central,76868.0,3796.72,73071.28,73071.28,70,61-90,Overdue,2/10 Net 30
131,2025-08,2025,8,Q3,AR,Kite Ventures,Startup,South,134998.18,0.0,134998.18,0.0,0,Current,Current,Net 45
46,2025-01,2025,1,Q1,AR,Delta Inc,SMB,West,175498.39,75153.84,100344.55,0.0,0,Current,Partial,Net 90
321,2025-02,2025,2,Q1,AR,Metro Bank,Government,West,221715.24,221715.24,0.0,0.0,43,31-60,Paid,Net 90
120,2025-12,2025,12,Q4,AR,River Trade,Retail,East,60408.98,0.0,60408.98,0.0,0,Current,Current,Net 90
671,2025-10,2025,10,Q4,AP,Crown Logistics,Logistics,North,33050.93,4280.27,28770.66,28770.66,75,61-90,Overdue,2/10 Net 30
146,2025-05,2025,5,Q2,AR,IronClad Stores,Retail,North,140862.48,140862.48,0.0,0.0,58,31-60,Paid,Net 30
444,2026-05,2026,5,Q2,AP,Reliant Power,Utilities,North,53850.26,12817.14,41033.12,41033.12,54,31-60,Partial,Net 90
544,2026-01,2026,1,Q1,AP,FirmBase Infra,Technology,Central,57565.81,14011.45,43554.36,0.0,0,Current,Partial,Net 60
325,2026-02,2026,2,Q1,AR,River Trade,Retail,Central,63199.33,0.0,63199.33,0.0,0,Current,Current,Net 30
92,2025-10,2025,10,Q4,AR,Harbor Shops,Retail,North,160268.22,104448.73,55819.49,55819.49,15,1-30,Partial,Net 30
676,2025-10,2025,10,Q4,AP,Quality Goods,Office,East,38413.63,3869.56,34544.07,34544.07,9,1-30,Overdue,Net 90
480,2026-06,2026,6,Q2,AP,Java Components,Manufacturing,Central,36032.93,22838.79,13194.14,13194.14,54,31-60,Partial,Net 60
348,2025-10,2025,10,Q4,AR,Global Retail,Retail,South,18909.8,5104.98,13804.82,13804.82,13,1-30,Partial,2/10 Net 30
505,2026-04,2026,4,Q2,AP,Acme Supplies,Office,East,39072.84,0.0,39072.84,0.0,0,Current,Current,2/10 Net 30
516,2025-09,2025,9,Q3,AP,Elite Services,Consulting,South,137953.2,0.0,137953.2,0.0,0,Current,Current,2/10 Net 30
174,2025-09,2025,9,Q3,AR,Global Retail,Retail,Central,127019.32,4665.63,122353.69,122353.69,10,1-30,Overdue,2/10 Net 30
267,2025-06,2025,6,Q2,AR,Echo Solutions,SMB,South,144668.21,52344.84,92323.37,92323.37,78,61-90,Partial,2/10 Net 30
184,2025-05,2025,5,Q2,AR,Quantum Ltd,SMB,South,44813.0,0.0,44813.0,0.0,0,Current,Current,2/10 Net 30
595,2025-02,2025,2,Q1,AP,Master Builders,Manufacturing,North,95592.18,63321.02,32271.16,0.0,0,Current,Partial,2/10 Net 30
43,2026-03,2026,3,Q1,AR,Oak Institute,Government,South,240158.84,23914.56,216244.28,216244.28,22,1-30,Overdue,Net 45
573,2025-02,2025,2,Q1,AP,Java Components,Manufacturing,Central,105330.97,0.0,105330.97,0.0,0,Current,Current,2/10 Net 30
136,2025-11,2025,11,Q4,AR,Peak Analytics,Enterprise,Central,30357.96,0.0,30357.96,0.0,0,Current,Current,Net 60
380,2025-12,2025,12,Q4,AP,Dura Materials,Manufacturing,North,148465.44,4176.56,144288.88,144288.88,80,61-90,Overdue,Net 90
405,2026-06,2026,6,Q2,AP,Java Components,Manufacturing,South,173869.67,47064.25,126805.42,0.0,0,Current,Partial,Net 60
310,2025-12,2025,12,Q4,AR,Peak Analytics,Enterprise,Central,143584.52,6867.88,136716.64,136716.64,66,61-90,Overdue,Net 60
391,2026-01,2026,1,Q1,AP,Network Pro,Technology,East,134629.58,16761.05,117868.53,117868.53,147,90+,Overdue,Net 45
635,2025-07,2025,7,Q3,AP,Acme Supplies,Office,North,121865.73,5808.57,116057.16,116057.16,17,1-30,Overdue,Net 30
517,2025-08,2025,8,Q3,AP,HarbourFreight,Logistics,South,124801.01,8775.32,116025.69,116025.69,47,31-60,Overdue,Net 90
260,2026-02,2026,2,Q1,AR,Echo Solutions,SMB,Central,160697.9,43412.26,117285.64,117285.64,18,1-30,Partial,Net 45
6,2026-01,2026,1,Q1,AR,IronClad Stores,Retail,West,95694.34,50145.53,45548.81,45548.81,39,31-60,Partial,Net 45
47,2026-03,2026,3,Q1,AR,Quantum Ltd,SMB,Central,223399.35,223399.35,0.0,0.0,27,1-30,Paid,2/10 Net 30
613,2025-08,2025,8,Q3,AP,HarbourFreight,Logistics,East,167163.9,68350.97,98812.93,98812.93,30,1-30,Partial,Net 45
687,2025-05,2025,5,Q2,AP,LightHouse Media,Marketing,West,6730.14,6730.14,0.0,0.0,57,31-60,Paid,2/10 Net 30
621,2025-04,2025,4,Q2,AP,Prime Vendors,Consulting,Central,136311.71,10296.29,126015.42,126015.42,89,61-90,Overdue,Net 45
363,2025-05,2025,5,Q2,AP,General Utilities,Utilities,North,120259.48,49235.78,71023.7,0.0,0,Current,Partial,Net 60
483,2026-04,2026,4,Q2,AP,Reliant Power,Utilities,South,116440.0,25836.71,90603.29,90603.29,4,1-30,Partial,Net 30
241,2025-11,2025,11,Q4,AR,Metro Bank,Government,North,25751.38,0.0,25751.38,0.0,0,Current,Current,2/10 Net 30
341,2025-08,2025,8,Q3,AR,BlueSky Ltd,Enterprise,West,53781.89,0.0,53781.89,0.0,0,Current,Current,Net 60
54,2025-05,2025,5,Q2,AR,River Trade,Retail,North,167434.94,4564.17,162870.77,162870.77,150,90+,Overdue,Net 30
61,2025-12,2025,12,Q4,AR,Cedar Group,Enterprise,Central,107914.39,69689.76,38224.63,38224.63,44,31-60,Partial,Net 90
571,2025-03,2025,3,Q1,AP,HarbourFreight,Logistics,West,121362.93,960.73,120402.2,120402.2,26,1-30,Overdue,2/10 Net 30
98,2025-02,2025,2,Q1,AR,Peak Analytics,Enterprise,East,201473.33,108570.4,92902.93,92902.93,37,31-60,Partial,Net 45
75,2026-03,2026,3,Q1,AR,Peak Analytics,Enterprise,East,74266.0,0.0,74266.0,0.0,0,Current,Current,Net 90
263,2025-08,2025,8,Q3,AR,Jupiter Startup,Startup,North,46211.2,0.0,46211.2,0.0,0,Current,Current,Net 90
612,2025-03,2025,3,Q1,AP,Network Pro,Technology,Central,107709.81,107709.81,0.0,0.0,9,1-30,Paid,Net 90
434,2025-04,2025,4,Q2,AP,HarbourFreight,Logistics,West,20749.32,20749.32,0.0,0.0,56,31-60,Paid,2/10 Net 30
