record_id,customer_id,customer_name,segment,region,credit_limit,credit_used,credit_utilization,outstanding_balance,overdue_balance,days_overdue,risk_score,risk_category,payment_history,on_time_payments,late_payments,write_off_amount,period,year,month,quarter
CR-0496,C-SMB-08,SMB Client 08,SMB,South,147000,129345,0.8799,83997,33486,93,62.5,High,Poor,1,3,0.0,Jan 2026,2026,1,Q1
CR-0513,C-STA-01,Startup Client 01,Startup,North,91000,68186,0.7493,40618,11335,9,44.1,Medium,Fair,8,1,0.0,Jan 2026,2026,1,Q1
CR-0514,C-STA-02,Startup Client 02,Startup,West,67000,38317,0.5719,31180,446,74,60.1,High,Poor,1,0,0.0,Jan 2026,2026,1,Q1
CR-0515,C-STA-03,Startup Client 03,Startup,West,120000,87768,0.7314,67134,28812,29,65.7,High,Fair,2,0,0.0,Jan 2026,2026,1,Q1
CR-0516,C-STA-04,Startup Client 04,Startup,East,132000,111448,0.8443,82078,39486,49,59.1,High,Good,10,0,0.0,Jan 2026,2026,1,Q1
CR-0517,C-STA-05,Startup Client 05,Startup,North,142000,138947,0.9785,45712,11938,5,54.0,High,Fair,6,3,0.0,Jan 2026,2026,1,Q1
CR-0518,C-STA-06,Startup Client 06,Startup,North,65000,29906,0.4601,9381,635,35,41.4,Medium,Fair,10,2,0.0,Jan 2026,2026,1,Q1
CR-0519,C-STA-07,Startup Client 07,Startup,South,131000,52099,0.3977,20091,5474,42,61.9,High,Good,4,0,0.0,Jan 2026,2026,1,Q1
CR-0520,C-STA-08,Startup Client 08,Startup,West,88000,31372,0.3565,13715,5726,37,57.7,High,Fair,8,3,0.0,Jan 2026,2026,1,Q1
CR-0521,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,685628,0.4735,276866,0,0,28.8,Medium,Fair,8,2,0.0,Feb 2026,2026,2,Q1
CR-0522,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1723644,0.9144,853633,0,0,14.9,Low,Good,5,0,0.0,Feb 2026,2026,2,Q1
CR-0523,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,505866,0.7607,201356,0,0,20.8,Low,Good,8,0,0.0,Feb 2026,2026,2,Q1
CR-0524,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1807629,0.9079,980008,0,0,14.5,Low,Fair,2,3,0.0,Feb 2026,2026,2,Q1
CR-0525,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,532214,0.3899,187476,0,0,2.6,Low,Good,4,0,0.0,Feb 2026,2026,2,Q1
CR-0526,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1244314,0.8101,947718,0,0,8.2,Low,Fair,10,3,0.0,Feb 2026,2026,2,Q1
CR-0527,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,510185,0.7206,339963,0,0,3.9,Low,Good,1,0,0.0,Feb 2026,2026,2,Q1
CR-0528,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,835246,0.6128,527099,0,0,29.3,Medium,Good,2,0,0.0,Feb 2026,2026,2,Q1
CR-0545,C-GOV-01,Government Client 01,Government,North,883000,346224,0.3921,197408,0,0,13.3,Low,Good,2,0,0.0,Feb 2026,2026,2,Q1
CR-0546,C-GOV-02,Government Client 02,Government,South,1447000,1016373,0.7024,651164,0,0,15.5,Low,Fair,3,3,0.0,Feb 2026,2026,2,Q1
CR-0547,C-GOV-03,Government Client 03,Government,North,435000,359354,0.8261,299162,0,0,26.4,Medium,Fair,10,0,0.0,Feb 2026,2026,2,Q1
CR-0548,C-GOV-04,Government Client 04,Government,Central,1121000,573055,0.5112,461067,0,0,20.5,Low,Fair,9,2,0.0,Feb 2026,2026,2,Q1
CR-0549,C-GOV-05,Government Client 05,Government,East,894000,254343,0.2845,81984,0,0,17.8,Low,Good,8,0,0.0,Feb 2026,2026,2,Q1
CR-0550,C-GOV-06,Government Client 06,Government,North,653000,492623,0.7544,317282,0,0,22.7,Low,Good,3,0,0.0,Feb 2026,2026,2,Q1
CR-0551,C-GOV-07,Government Client 07,Government,South,324000,267689,0.8262,220693,0,0,3.4,Low,Good,5,0,0.0,Feb 2026,2026,2,Q1
CR-0552,C-GOV-08,Government Client 08,Government,East,902000,493394,0.547,344440,0,0,2.6,Low,Fair,2,3,0.0,Feb 2026,2026,2,Q1
CR-0537,C-RET-01,Retail Client 01,Retail,Central,60000,45480,0.758,31629,0,0,18.0,Low,Good,10,0,0.0,Feb 2026,2026,2,Q1
CR-0538,C-RET-02,Retail Client 02,Retail,North,118000,59543,0.5046,41201,18350,126,85.4,Critical,Poor,5,1,1897.04,Feb 2026,2026,2,Q1
CR-0539,C-RET-03,Retail Client 03,Retail,Central,153000,61873,0.4044,44552,0,0,11.9,Low,Good,5,0,0.0,Feb 2026,2026,2,Q1
CR-0540,C-RET-04,Retail Client 04,Retail,Central,143000,122937,0.8597,55241,9131,102,61.3,High,Poor,5,2,0.0,Feb 2026,2026,2,Q1
CR-0541,C-RET-05,Retail Client 05,Retail,Central,72000,34358,0.4772,19003,0,0,13.4,Low,Good,10,0,0.0,Feb 2026,2026,2,Q1
CR-0542,C-RET-06,Retail Client 06,Retail,Central,103000,81535,0.7916,54221,0,0,26.6,Medium,Fair,7,0,0.0,Feb 2026,2026,2,Q1
CR-0543,C-RET-07,Retail Client 07,Retail,West,147000,48730,0.3315,36608,11096,48,32.9,Medium,Fair,8,1,0.0,Feb 2026,2026,2,Q1
CR-0544,C-RET-08,Retail Client 08,Retail,North,106000,45230,0.4267,21301,4132,60,33.0,Medium,Fair,10,3,0.0,Feb 2026,2026,2,Q1
CR-0529,C-SMB-01,SMB Client 01,SMB,North,274000,217446,0.7936,121929,0,0,15.0,Low,Good,3,0,0.0,Feb 2026,2026,2,Q1
CR-0530,C-SMB-02,SMB Client 02,SMB,South,128000,44390,0.3468,20340,5514,97,54.6,High,Fair,3,4,0.0,Feb 2026,2026,2,Q1
CR-0531,C-SMB-03,SMB Client 03,SMB,North,317000,294747,0.9298,151660,2269,43,81.5,Critical,Poor,3,1,147.16,Feb 2026,2026,2,Q1
CR-0532,C-SMB-04,SMB Client 04,SMB,South,101000,81739,0.8093,66419,10729,42,46.5,Medium,Good,8,0,0.0,Feb 2026,2026,2,Q1
CR-0533,C-SMB-05,SMB Client 05,SMB,North,203000,81362,0.4008,60195,0,0,2.3,Low,Good,6,0,0.0,Feb 2026,2026,2,Q1
CR-0534,C-SMB-06,SMB Client 06,SMB,West,108000,69336,0.642,52491,0,0,20.6,Low,Fair,5,0,0.0,Feb 2026,2026,2,Q1
CR-0535,C-SMB-07,SMB Client 07,SMB,South,201000,142931,0.7111,75243,0,0,22.9,Low,Fair,1,0,0.0,Feb 2026,2026,2,Q1
CR-0536,C-SMB-08,SMB Client 08,SMB,South,147000,131344,0.8935,63055,33859,129,65.5,High,Poor,2,0,0.0,Feb 2026,2026,2,Q1
CR-0553,C-STA-01,Startup Client 01,Startup,North,91000,78624,0.864,28773,649,6,51.8,High,Fair,3,0,0.0,Feb 2026,2026,2,Q1
CR-0554,C-STA-02,Startup Client 02,Startup,West,67000,40374,0.6026,27039,3623,62,57.6,High,Poor,10,3,0.0,Feb 2026,2026,2,Q1
CR-0555,C-STA-03,Startup Client 03,Startup,West,120000,91308,0.7609,28685,2039,12,66.1,High,Fair,5,3,0.0,Feb 2026,2026,2,Q1
CR-0556,C-STA-04,Startup Client 04,Startup,East,132000,99911,0.7569,64644,11354,27,53.6,High,Good,3,0,0.0,Feb 2026,2026,2,Q1
CR-0557,C-STA-05,Startup Client 05,Startup,North,142000,139487,0.9823,115347,8212,102,55.0,High,Fair,1,3,0.0,Feb 2026,2026,2,Q1
CR-0558,C-STA-06,Startup Client 06,Startup,North,65000,29666,0.4564,17640,7072,4,40.9,Medium,Fair,2,2,0.0,Feb 2026,2026,2,Q1
CR-0559,C-STA-07,Startup Client 07,Startup,South,131000,61242,0.4675,24140,13951,99,61.4,High,Good,5,0,0.0,Feb 2026,2026,2,Q1
CR-0560,C-STA-08,Startup Client 08,Startup,West,88000,31099,0.3534,24770,12532,110,62.8,High,Fair,7,3,0.0,Feb 2026,2026,2,Q1
CR-0561,C-ENT-01,Enterprise Client 01,Enterprise,South,1448000,533443,0.3684,187893,0,0,21.6,Low,Fair,4,4,0.0,Mar 2026,2026,3,Q1
CR-0562,C-ENT-02,Enterprise Client 02,Enterprise,West,1885000,1514974,0.8037,612564,0,0,9.5,Low,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0563,C-ENT-03,Enterprise Client 03,Enterprise,Central,665000,439898,0.6615,139717,0,0,19.4,Low,Good,4,0,0.0,Mar 2026,2026,3,Q1
CR-0564,C-ENT-04,Enterprise Client 04,Enterprise,West,1991000,1852825,0.9306,603915,0,0,12.6,Low,Fair,7,1,0.0,Mar 2026,2026,3,Q1
CR-0565,C-ENT-05,Enterprise Client 05,Enterprise,North,1365000,610292,0.4471,496468,0,0,8.8,Low,Good,5,0,0.0,Mar 2026,2026,3,Q1
CR-0566,C-ENT-06,Enterprise Client 06,Enterprise,West,1536000,1174426,0.7646,443258,0,0,9.3,Low,Fair,1,2,0.0,Mar 2026,2026,3,Q1
CR-0567,C-ENT-07,Enterprise Client 07,Enterprise,South,708000,533620,0.7537,273673,0,0,5.7,Low,Good,10,0,0.0,Mar 2026,2026,3,Q1
CR-0568,C-ENT-08,Enterprise Client 08,Enterprise,South,1363000,716256,0.5255,348818,20390,62,33.7,Medium,Good,4,0,0.0,Mar 2026,2026,3,Q1
CR-0585,C-GOV-01,Government Client 01,Government,North,883000,301191,0.3411,212115,0,0,9.4,Low,Good,1,0,0.0,Mar 2026,2026,3,Q1
CR-0586,C-GOV-02,Government Client 02,Government,South,1447000,987143,0.6822,689142,0,0,20.7,Low,Fair,3,0,0.0,Mar 2026,2026,3,Q1
CR-0587,C-GOV-03,Government Client 03,Government,North,435000,414990,0.954,329116,0,0,28.3,Medium,Fair,2,1,0.0,Mar 2026,2026,3,Q1
CR-0588,C-GOV-04,Government Client 04,Government,Central,1121000,679326,0.606,329292,0,0,19.1,Low,Fair,9,4,0.0,Mar 2026,2026,3,Q1
CR-0589,C-GOV-05,Government Client 05,Government,East,894000,351074,0.3927,152548,0,0,12.1,Low,Good,1,0,0.0,Mar 2026,2026,3,Q1
CR-0590,C-GOV-06,Government Client 06,Government,North,653000,460953,0.7059,155516,0,0,26.3,Medium,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0591,C-GOV-07,Government Client 07,Government,South,324000,256057,0.7903,167945,0,0,0,Low,Good,10,0,0.0,Mar 2026,2026,3,Q1
CR-0592,C-GOV-08,Government Client 08,Government,East,902000,484825,0.5375,347119,0,0,8.4,Low,Fair,3,3,0.0,Mar 2026,2026,3,Q1
CR-0577,C-RET-01,Retail Client 01,Retail,Central,60000,49746,0.8291,29954,0,0,13.9,Low,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0578,C-RET-02,Retail Client 02,Retail,North,118000,43754,0.3708,25263,11294,136,84.8,Critical,Poor,2,2,34.03,Mar 2026,2026,3,Q1
CR-0579,C-RET-03,Retail Client 03,Retail,Central,153000,54070,0.3534,17292,0,0,10.9,Low,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0580,C-RET-04,Retail Client 04,Retail,Central,143000,121007,0.8462,94967,403,35,58.5,High,Poor,5,4,0.0,Mar 2026,2026,3,Q1
CR-0581,C-RET-05,Retail Client 05,Retail,Central,72000,43301,0.6014,16911,0,0,12.7,Low,Good,5,0,0.0,Mar 2026,2026,3,Q1
CR-0582,C-RET-06,Retail Client 06,Retail,Central,103000,85336,0.8285,41776,0,0,22.5,Low,Fair,9,1,0.0,Mar 2026,2026,3,Q1
CR-0583,C-RET-07,Retail Client 07,Retail,West,147000,58932,0.4009,32640,42,53,36.2,Medium,Fair,7,1,0.0,Mar 2026,2026,3,Q1
CR-0584,C-RET-08,Retail Client 08,Retail,North,106000,52311,0.4935,30356,3908,65,33.5,Medium,Fair,9,4,0.0,Mar 2026,2026,3,Q1
CR-0569,C-SMB-01,SMB Client 01,SMB,North,274000,222981,0.8138,114103,0,0,18.4,Low,Good,10,0,0.0,Mar 2026,2026,3,Q1
CR-0570,C-SMB-02,SMB Client 02,SMB,South,128000,46118,0.3603,22471,5043,74,56.3,High,Fair,8,1,0.0,Mar 2026,2026,3,Q1
CR-0571,C-SMB-03,SMB Client 03,SMB,North,317000,286188,0.9028,111653,16590,86,78.7,Critical,Poor,6,4,1986.79,Mar 2026,2026,3,Q1
CR-0572,C-SMB-04,SMB Client 04,SMB,South,101000,83446,0.8262,53858,9623,37,47.4,Medium,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0573,C-SMB-05,SMB Client 05,SMB,North,203000,76836,0.3785,25118,0,0,5.5,Low,Good,9,0,0.0,Mar 2026,2026,3,Q1
CR-0574,C-SMB-06,SMB Client 06,SMB,West,108000,66809,0.6186,28526,0,0,16.3,Low,Fair,10,1,0.0,Mar 2026,2026,3,Q1
CR-0575,C-SMB-07,SMB Client 07,SMB,South,201000,142871,0.7108,116008,0,0,15.5,Low,Fair,9,1,0.0,Mar 2026,2026,3,Q1
CR-0576,C-SMB-08,SMB Client 08,SMB,South,147000,134005,0.9116,93084,52133,130,65.5,High,Poor,9,2,0.0,Mar 2026,2026,3,Q1
CR-0593,C-STA-01,Startup Client 01,Startup,North,91000,73701,0.8099,36302,12643,87,48.1,Medium,Fair,3,4,0.0,Mar 2026,2026,3,Q1
CR-0594,C-STA-02,Startup Client 02,Startup,West,67000,43034,0.6423,23627,4380,1,57.7,High,Poor,5,4,0.0,Mar 2026,2026,3,Q1
CR-0595,C-STA-03,Startup Client 03,Startup,West,120000,79212,0.6601,25026,9001,8,69.2,High,Fair,1,1,0.0,Mar 2026,2026,3,Q1
CR-0596,C-STA-04,Startup Client 04,Startup,East,132000,113243,0.8579,52154,25277,55,52.4,High,Good,8,0,0.0,Mar 2026,2026,3,Q1
CR-0597,C-STA-05,Startup Client 05,Startup,North,142000,140722,0.991,58177,4602,28,54.2,High,Fair,5,0,0.0,Mar 2026,2026,3,Q1
CR-0598,C-STA-06,Startup Client 06,Startup,North,65000,26462,0.4071,14368,1220,13,44.3,Medium,Fair,7,4,0.0,Mar 2026,2026,3,Q1
CR-0599,C-STA-07,Startup Client 07,Startup,South,131000,52426,0.4002,32537,14292,34,61.0,High,Good,6,0,0.0,Mar 2026,2026,3,Q1
CR-0600,C-STA-08,Startup Client 08,Startup,West,88000,38702,0.4398,12933,5101,36,59.8,High,Fair,9,3,0.0,Mar 2026,2026,3,Q1
