invoice_id,customer_id,customer_name,customer_segment,region,sales_rep,collector,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,collection_status,payment_method,promise_to_pay_date,last_contact_date
RCV-0398,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-31,2025-01-30,30,76580.89,76580.89,0.0,2025-05-23,152,122,Paid,90+ DPD,Check,,
RCV-0399,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-19,2025-06-18,30,41084.43,0.0,41084.43,,13,0,Current,Current,Check,,
RCV-0400,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-24,2025-04-23,30,51670.87,51670.87,0.0,2025-05-26,69,39,Paid,31-60 DPD,Wire,,
RCV-0401,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-04,2025-05-04,30,84452.76,84452.76,0.0,2025-05-31,58,28,Paid,1-30 DPD,ACH,,
RCV-0402,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-02-23,2025-04-24,60,76578.38,76578.38,0.0,2025-04-27,98,38,Paid,31-60 DPD,Credit Card,,
RCV-0403,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-01-02,2025-02-16,45,79749.17,79749.17,0.0,2025-05-15,150,105,Paid,90+ DPD,Check,,
RCV-0404,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-11,2025-05-10,60,118935.65,88936.12,29999.53,2025-04-11,82,22,Partial,1-30 DPD,Wire,2025-06-19,2025-05-26
RCV-0405,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-05,2025-05-04,60,53930.67,53930.67,0.0,2025-06-01,88,28,Paid,1-30 DPD,Credit Card,,
RCV-0406,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-13,2025-05-28,45,46829.49,46829.49,0.0,2025-05-04,49,4,Paid,1-30 DPD,Check,,
RCV-0407,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-07,2025-02-05,60,75320.04,75320.04,0.0,2025-03-07,176,116,Paid,90+ DPD,Credit Card,,
RCV-0408,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-09,2025-06-08,30,57706.6,0.0,57706.6,,23,0,Current,Current,Credit Card,,
RCV-0409,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-27,2025-05-27,30,119671.75,119671.75,0.0,2025-05-29,35,5,Paid,1-30 DPD,ACH,,
RCV-0410,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-27,2025-01-11,15,79130.34,9676.6,69453.74,2025-02-10,156,141,Partial,90+ DPD,Credit Card,2025-07-01,2025-05-26
RCV-0411,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-07,2025-05-06,60,51330.8,51330.8,0.0,2025-04-11,86,26,Paid,1-30 DPD,Check,,
RCV-0412,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-20,2025-01-04,15,40408.04,40408.04,0.0,2025-04-10,163,148,Paid,90+ DPD,Wire,,
RCV-0413,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-05,2025-07-04,60,36604.71,0.0,36604.71,,27,0,Current,Current,Check,,
RCV-0414,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-07,2025-06-06,30,86309.86,0.0,86309.86,,25,0,Current,Current,Wire,,
RCV-0415,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-24,2025-05-23,60,30366.58,30366.58,0.0,2025-03-27,69,9,Paid,1-30 DPD,Check,,
RCV-0416,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-30,2025-01-14,15,29225.92,29225.92,0.0,2025-02-08,153,138,Paid,90+ DPD,Credit Card,,
RCV-0417,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-24,2025-07-23,90,97657.89,0.0,97657.89,,38,0,Current,Current,Credit Card,,
RCV-0418,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-01-01,2025-03-02,60,26820.54,0.0,26820.54,,151,91,Overdue,90+ DPD,ACH,,2025-05-26
RCV-0419,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-24,2025-06-08,15,99958.39,0.0,99958.39,,8,0,Current,Current,Check,,
RCV-0420,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-21,2025-06-19,90,29869.51,0.0,29869.51,,72,0,Current,Current,Credit Card,,
RCV-0421,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-20,2025-06-19,60,108829.45,108829.45,0.0,2025-05-13,42,0,Paid,Current,Check,,
RCV-0422,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-08,2025-06-06,90,94035.2,94035.2,0.0,2025-05-11,85,0,Paid,Current,Check,,
RCV-0423,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-01-12,2025-04-12,90,59047.69,59047.69,0.0,2025-02-23,140,50,Paid,31-60 DPD,ACH,,
RCV-0424,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-02-06,2025-05-07,90,63991.91,63991.91,0.0,2025-06-01,115,25,Paid,1-30 DPD,Credit Card,,
RCV-0425,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-04-09,2025-06-08,60,70035.77,0.0,70035.77,,53,0,Current,Current,Check,,
RCV-0426,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2024-12-16,2025-03-16,90,80900.3,80900.3,0.0,2025-03-03,167,77,Paid,61-90 DPD,ACH,,
RCV-0427,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-16,2025-04-15,30,84597.97,84597.97,0.0,2025-05-15,77,47,Paid,31-60 DPD,Credit Card,,
RCV-0428,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-02-23,2025-03-10,15,106835.25,106835.25,0.0,2025-02-23,98,83,Paid,61-90 DPD,Check,,
RCV-0429,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-03-31,2025-04-15,15,93748.11,93748.11,0.0,2025-05-12,62,47,Paid,31-60 DPD,Check,,
RCV-0430,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-06,2025-06-05,30,25346.61,25346.61,0.0,2025-06-03,26,0,Paid,Current,ACH,,
RCV-0431,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-01-01,2025-02-15,45,21052.54,21052.54,0.0,2025-05-17,151,106,Paid,90+ DPD,ACH,,
RCV-0432,CUST-013,AutoParts Corp,Enterprise,Central,Pedro Alvarez,Isabela Costa,2025-05-26,2025-08-24,90,37303.34,0.0,37303.34,,6,0,Current,Current,ACH,,
RCV-0433,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-30,2025-06-28,90,83039.93,0.0,83039.93,,63,0,Current,Current,ACH,,
RCV-0434,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-25,2025-03-11,45,12267.61,12267.61,0.0,2025-03-29,127,82,Paid,61-90 DPD,Check,,
RCV-0435,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-05-20,2025-07-04,45,102293.88,0.0,102293.88,,12,0,Current,Current,Check,,
RCV-0436,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-02-10,2025-04-11,60,98511.93,98511.93,0.0,2025-02-15,111,51,Paid,31-60 DPD,ACH,,
RCV-0437,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-16,2025-02-15,30,11925.46,11925.46,0.0,2025-05-27,136,106,Paid,90+ DPD,Wire,,
RCV-0438,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-29,2025-03-15,45,74299.36,0.0,74299.36,,123,78,Overdue,61-90 DPD,Credit Card,2025-06-16,2025-05-19
RCV-0439,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-27,2025-06-11,45,15150.99,0.0,15150.99,,35,0,Current,Current,Check,,
RCV-0440,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-02-06,2025-03-08,30,8097.78,4582.78,3515.0,2025-04-28,115,85,Partial,61-90 DPD,Wire,,2025-05-20
RCV-0441,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2024-12-15,2025-01-29,45,113919.59,113919.59,0.0,2025-02-28,168,123,Paid,90+ DPD,Credit Card,,
RCV-0442,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-07,2025-05-22,45,92545.1,92545.1,0.0,2025-05-08,55,10,Paid,1-30 DPD,Wire,,
RCV-0443,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-24,2025-03-25,60,57477.94,57477.94,0.0,2025-05-30,128,68,Paid,61-90 DPD,Credit Card,,
RCV-0444,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-13,2025-05-12,60,59299.14,59299.14,0.0,2025-06-01,80,20,Paid,1-30 DPD,Wire,,
RCV-0445,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-11,2025-02-25,45,118666.18,118666.18,0.0,2025-04-10,141,96,Paid,90+ DPD,Credit Card,,
RCV-0446,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-08,2025-02-22,45,76730.88,76730.88,0.0,2025-04-22,144,99,Paid,90+ DPD,Wire,,
RCV-0447,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-05-13,2025-07-12,60,50248.22,0.0,50248.22,,19,0,Current,Current,Check,,
RCV-0448,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-09,2025-07-08,90,89298.38,0.0,89298.38,,53,0,Current,Current,Wire,,
RCV-0449,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-28,2025-05-28,30,45024.1,45024.1,0.0,2025-05-23,34,4,Paid,1-30 DPD,ACH,,
RCV-0450,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-05-12,2025-05-27,15,42290.53,42290.53,0.0,2025-06-01,20,5,Paid,1-30 DPD,ACH,,
RCV-0451,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-16,2025-05-01,15,27398.56,27398.56,0.0,2025-04-21,46,31,Paid,31-60 DPD,ACH,,
RCV-0452,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-10,2025-04-25,15,76686.86,76686.86,0.0,2025-04-19,52,37,Paid,31-60 DPD,Credit Card,,
RCV-0453,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-06,2025-03-21,15,4307.2,4307.2,0.0,2025-04-02,87,72,Paid,61-90 DPD,Check,,
RCV-0454,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-02-09,2025-02-24,15,49718.75,23222.47,26496.28,2025-05-12,112,97,Partial,90+ DPD,Wire,,2025-05-20
RCV-0455,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-12,2025-03-27,15,96871.32,0.0,96871.32,,81,66,Overdue,61-90 DPD,Credit Card,2025-06-20,2025-05-31
RCV-0456,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2024-12-11,2025-01-25,45,105624.39,0.0,105624.39,,172,127,Overdue,90+ DPD,Credit Card,,2025-05-22
RCV-0457,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-08,2025-04-07,30,94766.29,94766.29,0.0,2025-05-18,85,55,Paid,31-60 DPD,Check,,
RCV-0458,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2024-12-24,2025-02-07,45,4291.55,4291.55,0.0,2025-04-09,159,114,Paid,90+ DPD,Credit Card,,
RCV-0459,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-01-15,2025-04-15,90,115971.99,115971.99,0.0,2025-05-10,137,47,Paid,31-60 DPD,Check,,
RCV-0460,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-04-03,2025-04-18,15,68825.8,0.0,68825.8,,59,44,Overdue,31-60 DPD,Credit Card,2025-06-28,2025-05-29
RCV-0461,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-02-17,2025-03-04,15,25239.68,25239.68,0.0,2025-05-06,104,89,Paid,61-90 DPD,Wire,,
RCV-0462,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2024-12-03,2025-02-01,60,83567.44,58018.93,25548.51,2025-02-23,180,120,Partial,90+ DPD,ACH,2025-06-13,2025-05-27
RCV-0463,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-05-24,2025-06-08,15,87335.71,0.0,87335.71,,8,0,Current,Current,Wire,,
RCV-0464,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2025-03-23,2025-04-07,15,96629.89,96629.89,0.0,2025-04-27,70,55,Paid,31-60 DPD,ACH,,
RCV-0465,CUST-014,Ciudad Servicios,Government,North,Maria Gonzalez,Natalia Vega,2024-12-03,2025-03-03,90,25985.09,0.0,25985.09,,180,90,Overdue,61-90 DPD,Check,,2025-05-18
RCV-0466,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-14,2025-07-13,90,114320.08,0.0,114320.08,,48,0,Current,Current,Check,,
RCV-0467,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-09,2025-03-10,60,68838.8,68838.8,0.0,2025-01-26,143,83,Paid,61-90 DPD,Wire,,
RCV-0468,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-28,2025-04-12,15,110019.37,68674.02,41345.35,2025-05-15,65,50,Partial,31-60 DPD,Check,,2025-05-31
RCV-0469,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-19,2025-06-18,60,36096.98,36096.98,0.0,2025-05-19,43,0,Paid,Current,Check,,
RCV-0470,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-05-21,2025-08-19,90,64507.0,0.0,64507.0,,11,0,Current,Current,Credit Card,,
RCV-0471,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-12,2025-04-13,60,21688.38,21688.38,0.0,2025-02-18,109,49,Paid,31-60 DPD,Credit Card,,
RCV-0472,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-12,2025-04-12,90,105762.27,105762.27,0.0,2025-03-21,140,50,Paid,31-60 DPD,Check,,
RCV-0473,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-25,2025-05-25,30,46709.72,46709.72,0.0,2025-05-29,37,7,Paid,1-30 DPD,Check,,
RCV-0474,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-21,2025-04-21,90,112744.69,26388.08,86356.61,2025-03-20,131,41,Partial,31-60 DPD,Wire,2025-06-10,2025-05-27
RCV-0475,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-17,2025-05-17,30,35584.72,35584.72,0.0,2025-05-31,45,15,Paid,1-30 DPD,Wire,,
RCV-0476,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2024-12-12,2025-03-12,90,95084.99,95084.99,0.0,2025-04-15,171,81,Paid,61-90 DPD,Credit Card,,
RCV-0477,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-02,2025-02-16,45,61114.21,0.0,61114.21,,150,105,Overdue,90+ DPD,Credit Card,2025-06-24,2025-05-22
RCV-0478,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-16,2025-07-15,90,58371.15,58371.15,0.0,2025-06-25,46,0,Paid,Current,ACH,,
RCV-0479,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-29,2025-04-13,15,14686.7,14686.7,0.0,2025-05-17,64,49,Paid,31-60 DPD,Wire,,
RCV-0480,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-08,2025-04-09,60,64890.19,64890.19,0.0,2025-02-19,113,53,Paid,31-60 DPD,Credit Card,,
RCV-0481,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-28,2025-03-14,45,82792.83,82792.83,0.0,2025-02-10,124,79,Paid,61-90 DPD,Check,,
RCV-0482,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-29,2025-05-14,15,75388.25,75388.25,0.0,2025-06-01,33,18,Paid,1-30 DPD,ACH,,
RCV-0483,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-17,2025-05-02,15,69915.4,69915.4,0.0,2025-06-01,45,30,Paid,1-30 DPD,Credit Card,,
RCV-0484,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-27,2025-03-14,15,48677.87,0.0,48677.87,,94,79,Overdue,61-90 DPD,Wire,,2025-05-22
RCV-0485,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-15,2025-07-14,90,67567.0,67567.0,0.0,2025-05-31,47,0,Paid,Current,Check,,
RCV-0486,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2024-12-16,2025-02-14,60,93040.24,93040.24,0.0,2025-01-22,167,107,Paid,90+ DPD,Credit Card,,
RCV-0487,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-05-25,2025-07-09,45,66586.74,0.0,66586.74,,7,0,Current,Current,ACH,,
RCV-0488,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-21,2025-04-20,30,46492.46,46492.46,0.0,2025-05-03,72,42,Paid,31-60 DPD,ACH,,
RCV-0489,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-27,2025-05-26,60,34995.32,34995.32,0.0,2025-06-01,66,6,Paid,1-30 DPD,ACH,,
RCV-0490,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-11,2025-04-12,60,71593.21,71593.21,0.0,2025-04-02,110,50,Paid,31-60 DPD,ACH,,
RCV-0491,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-13,2025-02-12,30,45773.34,0.0,45773.34,,139,109,Overdue,90+ DPD,Wire,2025-06-17,2025-05-21
RCV-0492,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-14,2025-04-13,30,67405.66,13728.69,53676.97,2025-03-20,79,49,Partial,31-60 DPD,ACH,2025-06-20,2025-05-30
RCV-0493,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-09,2025-02-08,30,27245.89,27245.89,0.0,2025-05-16,143,113,Paid,90+ DPD,ACH,,
RCV-0494,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-02,2025-04-03,60,71673.74,71673.74,0.0,2025-04-09,119,59,Paid,31-60 DPD,Credit Card,,
RCV-0495,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-08,2025-03-23,15,30182.15,12873.92,17308.23,2025-05-27,85,70,Partial,61-90 DPD,ACH,,2025-05-30
RCV-0496,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-12,2025-06-10,90,87176.72,87176.72,0.0,2025-05-27,81,0,Paid,Current,Check,,
RCV-0497,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-04,2025-04-04,90,40078.69,40078.69,0.0,2025-01-17,148,58,Paid,31-60 DPD,Check,,
RCV-0498,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-22,2025-04-08,45,94210.71,57702.78,36507.93,2025-04-10,99,54,Partial,31-60 DPD,Credit Card,2025-06-11,2025-05-19
RCV-0499,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-05-17,2025-06-16,30,52738.67,0.0,52738.67,,15,0,Current,Current,Wire,,
RCV-0500,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-05-26,2025-06-25,30,113961.11,0.0,113961.11,,6,0,Current,Current,Credit Card,,
RCV-0501,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-01,2025-02-15,45,40992.08,6877.5,34114.58,2025-01-24,151,106,Partial,90+ DPD,Check,,2025-06-01
RCV-0502,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-05-01,2025-07-30,90,75744.47,0.0,75744.47,,31,0,Current,Current,Wire,,
RCV-0503,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-18,2025-04-17,30,71308.41,71308.41,0.0,2025-05-22,75,45,Paid,31-60 DPD,Credit Card,,
RCV-0504,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-20,2025-02-04,15,26418.61,19418.02,7000.59,2025-02-21,132,117,Partial,90+ DPD,ACH,,2025-05-22
RCV-0505,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-01-04,2025-02-18,45,73219.84,73219.84,0.0,2025-03-18,148,103,Paid,90+ DPD,Check,,
RCV-0506,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-02-23,2025-04-24,60,27197.87,27197.87,0.0,2025-05-11,98,38,Paid,31-60 DPD,Wire,,
RCV-0507,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-04-26,2025-05-26,30,27433.94,0.0,27433.94,,36,6,Overdue,1-30 DPD,Wire,2025-06-27,2025-05-24
RCV-0508,CUST-015,FoodChain Ltd,Retail,West,Carlos Reyes,Elena Ruiz,2025-03-01,2025-04-30,60,103113.02,103113.02,0.0,2025-03-30,92,32,Paid,31-60 DPD,Check,,
RCV-0509,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-08,2025-06-07,60,26223.31,26223.31,0.0,2025-05-18,54,0,Paid,Current,ACH,,
RCV-0510,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-02-14,2025-03-16,30,118325.91,118325.91,0.0,2025-04-29,107,77,Paid,61-90 DPD,Credit Card,,
RCV-0511,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-01-15,2025-03-01,45,78406.35,78406.35,0.0,2025-04-29,137,92,Paid,90+ DPD,Check,,
RCV-0512,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2024-12-13,2025-01-12,30,88793.49,0.0,88793.49,,170,140,Overdue,90+ DPD,Credit Card,2025-06-14,2025-05-29
RCV-0513,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-02-10,2025-05-11,90,43022.14,0.0,43022.14,,111,21,Overdue,1-30 DPD,Wire,,2025-05-23
RCV-0514,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-05-24,2025-07-08,45,12325.84,0.0,12325.84,,8,0,Current,Current,Check,,
RCV-0515,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-20,2025-06-18,90,2081.72,0.0,2081.72,,73,0,Current,Current,ACH,,
RCV-0516,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-05-05,2025-06-04,30,67745.75,67745.75,0.0,2025-05-18,27,0,Paid,Current,Check,,
RCV-0517,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2024-12-07,2025-03-07,90,45856.24,45856.24,0.0,2025-03-29,176,86,Paid,61-90 DPD,ACH,,
RCV-0518,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-31,2025-04-15,15,64054.89,45651.84,18403.05,2025-04-07,62,47,Partial,31-60 DPD,ACH,2025-06-16,2025-05-19
RCV-0519,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-01,2025-05-31,60,33026.81,8040.29,24986.52,2025-05-27,61,1,Partial,1-30 DPD,Wire,2025-06-23,2025-06-01
RCV-0520,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-12,2025-04-11,30,33545.68,7135.52,26410.16,2025-04-25,81,51,Partial,31-60 DPD,Wire,2025-06-28,2025-05-22
RCV-0521,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-02-13,2025-02-28,15,73340.18,73340.18,0.0,2025-03-05,108,93,Paid,90+ DPD,Credit Card,,
RCV-0522,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-05-11,2025-08-09,90,18406.63,18406.63,0.0,2025-05-17,21,0,Paid,Current,Wire,,
RCV-0523,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-16,2025-05-15,60,28894.49,0.0,28894.49,,77,17,Overdue,1-30 DPD,Wire,,2025-05-20
RCV-0524,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-22,2025-05-07,15,47583.39,47583.39,0.0,2025-05-23,40,25,Paid,1-30 DPD,Check,,
RCV-0525,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-02,2025-06-01,60,29444.89,0.0,29444.89,,60,0,Current,Current,ACH,,
RCV-0526,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-15,2025-05-30,45,76883.91,76883.91,0.0,2025-06-01,47,2,Paid,1-30 DPD,Wire,,
RCV-0527,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-04-22,2025-06-21,60,109724.46,0.0,109724.46,,40,0,Current,Current,Wire,,
RCV-0528,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2024-12-12,2025-02-10,60,51882.3,51882.3,0.0,2025-03-28,171,111,Paid,90+ DPD,Credit Card,,
RCV-0529,CUST-016,Pharma Distributors,Enterprise,North,David Wong,Marco Torres,2025-03-05,2025-05-04,60,100782.74,100782.74,0.0,2025-05-07,88,28,Paid,1-30 DPD,Wire,,
