dispute_id,invoice_id,vendor_id,vendor_name,vendor_category,region,dispute_date,dispute_type,invoice_amount,dispute_amount,priority,assigned_to,status,days_open,resolution_date,resolution_days,resolution_outcome,credit_amount
DIS-0437,INV-1437,VND-016,MetalWorks Corp,Materials,South,2024-09-21,Price Discrepancy,18342.67,10778.92,High,Marta Lopez,Resolved,253,2024-10-18,27,Full Credit,10778.92
DIS-0438,INV-1438,VND-017,NetSystems Ltd,IT,West,2024-10-09,Duplicate Invoice,83332.64,16077.71,Medium,Ana Torres,Closed,235,2025-01-27,110,Payment Adjusted,2400.2
DIS-0439,INV-1439,VND-017,NetSystems Ltd,IT,West,2024-10-13,Duplicate Invoice,48451.85,23837.69,Medium,Ana Torres,Resolved,231,2024-10-22,9,Partial Credit,10957.86
DIS-0440,INV-1440,VND-017,NetSystems Ltd,IT,West,2024-08-05,Damaged Goods,50878.54,21941.35,Critical,Sofia Ruiz,Escalated,300,2024-08-24,19,Full Credit,21941.35
DIS-0441,INV-1441,VND-017,NetSystems Ltd,IT,West,2024-06-29,Duplicate Invoice,62051.87,44182.29,Medium,Valeria Moreno,Closed,337,2024-10-27,120,Payment Adjusted,8805.33
DIS-0442,INV-1442,VND-017,NetSystems Ltd,IT,West,2024-11-09,Damaged Goods,96541.39,75096.53,Medium,Sofia Ruiz,Resolved,204,2025-02-09,92,No Action,0.0
DIS-0443,INV-1443,VND-017,NetSystems Ltd,IT,West,2024-09-11,Contract Terms,33396.75,19240.56,High,Luis Herrera,Resolved,263,2024-12-02,82,Payment Adjusted,7208.37
DIS-0444,INV-1444,VND-017,NetSystems Ltd,IT,West,2024-06-21,Damaged Goods,17603.81,10259.45,Critical,Diego Castillo,Escalated,345,2024-09-29,100,Full Credit,10259.45
DIS-0445,INV-1445,VND-017,NetSystems Ltd,IT,West,2024-09-28,Contract Terms,60366.6,45697.83,High,Marta Lopez,Closed,246,2024-11-24,57,No Action,0.0
DIS-0446,INV-1446,VND-017,NetSystems Ltd,IT,West,2024-09-06,Price Discrepancy,15114.69,5073.29,Low,Luis Herrera,Resolved,268,2024-12-18,103,Full Credit,5073.29
DIS-0447,INV-1447,VND-017,NetSystems Ltd,IT,West,2025-01-05,Missing Goods,69922.08,11175.04,Low,Luis Herrera,Escalated,147,2025-01-12,7,Full Credit,11175.04
DIS-0448,INV-1448,VND-017,NetSystems Ltd,IT,West,2024-10-12,Damaged Goods,14735.6,10330.05,High,Valeria Moreno,Resolved,232,2025-01-23,103,Payment Adjusted,3909.42
DIS-0449,INV-1449,VND-017,NetSystems Ltd,IT,West,2024-06-11,Contract Terms,68126.89,50745.24,Medium,Diego Castillo,Closed,355,2024-06-20,9,Full Credit,50745.24
DIS-0450,INV-1450,VND-017,NetSystems Ltd,IT,West,2025-01-23,Duplicate Invoice,24293.29,17045.08,High,Luis Herrera,Closed,129,2025-04-26,93,Payment Adjusted,4211.78
DIS-0451,INV-1451,VND-017,NetSystems Ltd,IT,West,2024-08-03,Damaged Goods,56928.44,28608.83,High,Marta Lopez,Resolved,302,2024-11-01,90,Full Credit,28608.83
DIS-0452,INV-1452,VND-017,NetSystems Ltd,IT,West,2025-03-04,Missing Goods,74832.55,10440.29,Low,Marta Lopez,Open,89,,,Pending,0.0
DIS-0453,INV-1453,VND-017,NetSystems Ltd,IT,West,2024-08-05,Damaged Goods,85371.35,4630.02,Medium,Ana Torres,Resolved,300,2024-09-18,44,Partial Credit,3075.24
DIS-0454,INV-1454,VND-017,NetSystems Ltd,IT,West,2024-07-15,Service Quality,63482.82,34688.13,Medium,Diego Castillo,In Progress,321,,,Pending,0.0
DIS-0455,INV-1455,VND-017,NetSystems Ltd,IT,West,2024-06-03,Price Discrepancy,35196.61,7566.27,Low,Sofia Ruiz,Resolved,363,2024-08-13,71,Partial Credit,3099.46
DIS-0456,INV-1456,VND-017,NetSystems Ltd,IT,West,2025-02-11,Service Quality,68016.78,20289.4,Medium,Juan Vargas,Closed,110,2025-05-30,108,Payment Adjusted,7298.5
DIS-0457,INV-1457,VND-017,NetSystems Ltd,IT,West,2025-04-03,Service Quality,68549.15,26340.04,Critical,Luis Herrera,Closed,59,2025-05-19,46,No Action,0.0
DIS-0458,INV-1458,VND-017,NetSystems Ltd,IT,West,2024-11-17,Service Quality,92013.58,69814.45,Medium,Marta Lopez,Open,196,,,Pending,0.0
DIS-0459,INV-1459,VND-017,NetSystems Ltd,IT,West,2024-09-09,Duplicate Invoice,83100.36,27524.38,High,Juan Vargas,Open,265,,,Pending,0.0
DIS-0460,INV-1460,VND-017,NetSystems Ltd,IT,West,2024-07-02,Damaged Goods,23288.68,10140.38,Critical,Ana Torres,Resolved,334,2024-07-31,29,Payment Adjusted,4151.81
DIS-0461,INV-1461,VND-017,NetSystems Ltd,IT,West,2024-06-15,Contract Terms,45299.9,5795.9,Medium,Valeria Moreno,Resolved,351,2024-06-27,12,Payment Adjusted,936.05
DIS-0462,INV-1462,VND-017,NetSystems Ltd,IT,West,2024-10-08,Damaged Goods,73102.49,5732.31,Low,Marta Lopez,Resolved,236,2024-12-23,76,No Action,0.0
DIS-0463,INV-1463,VND-017,NetSystems Ltd,IT,West,2025-01-19,Missing Goods,43725.11,16980.39,Medium,Ana Torres,Resolved,133,2025-02-06,18,Partial Credit,9931.04
DIS-0464,INV-1464,VND-018,SwiftShip SA,Logistics,Central,2024-08-05,Service Quality,9324.1,6398.09,Medium,Carlos Mendez,Resolved,300,2024-11-03,90,Full Credit,6398.09
DIS-0465,INV-1465,VND-018,SwiftShip SA,Logistics,Central,2025-04-17,Contract Terms,31744.16,23649.98,Medium,Ana Torres,Resolved,45,2025-05-24,37,Full Credit,23649.98
DIS-0466,INV-1466,VND-018,SwiftShip SA,Logistics,Central,2024-11-12,Contract Terms,80693.19,55444.34,Medium,Sofia Ruiz,Resolved,201,2025-03-08,116,No Action,0.0
DIS-0467,INV-1467,VND-018,SwiftShip SA,Logistics,Central,2024-07-04,Service Quality,40447.4,30824.92,Medium,Sofia Ruiz,Resolved,332,2024-07-07,3,Partial Credit,13453.51
DIS-0468,INV-1468,VND-018,SwiftShip SA,Logistics,Central,2024-08-24,Contract Terms,94963.04,26448.95,High,Diego Castillo,Resolved,281,2024-12-20,118,Partial Credit,13423.68
DIS-0469,INV-1469,VND-018,SwiftShip SA,Logistics,Central,2025-03-10,Price Discrepancy,22479.31,11524.33,Medium,Sofia Ruiz,Resolved,83,2025-05-24,75,No Action,0.0
DIS-0470,INV-1470,VND-018,SwiftShip SA,Logistics,Central,2024-08-23,Price Discrepancy,48820.19,22567.06,Medium,Marta Lopez,In Progress,282,,,Pending,0.0
DIS-0471,INV-1471,VND-018,SwiftShip SA,Logistics,Central,2024-08-07,Contract Terms,51283.09,15289.45,Low,Luis Herrera,Resolved,298,2024-10-28,82,Full Credit,15289.45
DIS-0472,INV-1472,VND-018,SwiftShip SA,Logistics,Central,2025-02-21,Missing Goods,35189.66,13653.04,Medium,Sofia Ruiz,Resolved,100,2025-04-11,49,No Action,0.0
DIS-0473,INV-1473,VND-018,SwiftShip SA,Logistics,Central,2024-10-24,Contract Terms,21020.75,5989.04,High,Valeria Moreno,Resolved,220,2024-12-12,49,Full Credit,5989.04
DIS-0474,INV-1474,VND-018,SwiftShip SA,Logistics,Central,2024-12-13,Missing Goods,88399.15,35106.51,Medium,Juan Vargas,Resolved,170,2025-01-07,25,Partial Credit,8747.99
DIS-0475,INV-1475,VND-018,SwiftShip SA,Logistics,Central,2025-01-08,Missing Goods,86577.8,13419.67,Medium,Carlos Mendez,Escalated,144,2025-05-05,117,Full Credit,13419.67
DIS-0476,INV-1476,VND-018,SwiftShip SA,Logistics,Central,2024-09-14,Service Quality,65004.52,42869.3,Medium,Luis Herrera,Closed,260,2024-11-26,73,Full Credit,42869.3
DIS-0477,INV-1477,VND-018,SwiftShip SA,Logistics,Central,2024-08-28,Damaged Goods,49849.88,31475.11,Medium,Marta Lopez,Resolved,277,2024-11-03,67,Partial Credit,13788.34
DIS-0478,INV-1478,VND-018,SwiftShip SA,Logistics,Central,2024-09-16,Service Quality,6006.21,1376.39,Critical,Sofia Ruiz,Escalated,258,2024-10-06,20,Partial Credit,423.22
DIS-0479,INV-1479,VND-018,SwiftShip SA,Logistics,Central,2024-08-15,Duplicate Invoice,67644.26,52478.53,High,Diego Castillo,Open,290,,,Pending,0.0
DIS-0480,INV-1480,VND-018,SwiftShip SA,Logistics,Central,2024-09-24,Contract Terms,27016.24,6707.26,Low,Luis Herrera,Resolved,250,2025-01-06,104,Full Credit,6707.26
DIS-0481,INV-1481,VND-018,SwiftShip SA,Logistics,Central,2024-10-03,Contract Terms,92200.68,65569.8,Low,Diego Castillo,Resolved,241,2024-12-11,69,Partial Credit,23873.78
DIS-0482,INV-1482,VND-018,SwiftShip SA,Logistics,Central,2025-01-17,Duplicate Invoice,59969.99,28642.87,Medium,Diego Castillo,Resolved,135,2025-05-14,117,No Action,0.0
DIS-0483,INV-1483,VND-018,SwiftShip SA,Logistics,Central,2024-09-09,Duplicate Invoice,28900.71,22528.26,Low,Diego Castillo,Closed,265,2024-10-26,47,Partial Credit,11022.31
DIS-0484,INV-1484,VND-018,SwiftShip SA,Logistics,Central,2024-07-26,Damaged Goods,5626.78,4003.6,Medium,Carlos Mendez,Resolved,310,2024-09-02,38,Full Credit,4003.6
DIS-0485,INV-1485,VND-018,SwiftShip SA,Logistics,Central,2025-02-25,Contract Terms,19948.95,10004.7,High,Luis Herrera,Resolved,96,2025-04-11,45,Payment Adjusted,2927.44
DIS-0486,INV-1486,VND-019,CleanOffice Services,Services,West,2025-02-13,Damaged Goods,61125.14,32729.12,Medium,Ana Torres,Resolved,108,2025-05-02,78,Full Credit,32729.12
DIS-0487,INV-1487,VND-019,CleanOffice Services,Services,West,2024-07-13,Damaged Goods,53701.07,38562.64,Low,Marta Lopez,Closed,323,2024-09-20,69,Pending,0.0
DIS-0488,INV-1488,VND-019,CleanOffice Services,Services,West,2024-07-29,Contract Terms,97078.15,51278.33,High,Marta Lopez,Closed,307,2024-08-28,30,Partial Credit,40800.4
DIS-0489,INV-1489,VND-019,CleanOffice Services,Services,West,2024-09-27,Service Quality,21203.84,14265.36,Medium,Sofia Ruiz,Resolved,247,2024-12-04,68,Full Credit,14265.36
DIS-0490,INV-1490,VND-019,CleanOffice Services,Services,West,2024-06-14,Damaged Goods,37553.77,14649.82,Medium,Valeria Moreno,Resolved,352,2024-06-30,16,Full Credit,14649.82
DIS-0491,INV-1491,VND-019,CleanOffice Services,Services,West,2024-09-06,Damaged Goods,86661.21,37114.37,Medium,Carlos Mendez,Resolved,268,2025-01-02,118,Partial Credit,8292.16
DIS-0492,INV-1492,VND-019,CleanOffice Services,Services,West,2024-09-01,Damaged Goods,52816.27,7295.9,Medium,Ana Torres,Closed,273,2024-12-12,102,Payment Adjusted,1988.85
DIS-0493,INV-1493,VND-019,CleanOffice Services,Services,West,2024-10-28,Damaged Goods,40185.86,3318.5,Medium,Juan Vargas,Escalated,216,2024-12-18,51,Full Credit,3318.5
DIS-0494,INV-1494,VND-019,CleanOffice Services,Services,West,2024-06-09,Damaged Goods,59731.48,22047.91,Medium,Carlos Mendez,Resolved,357,2024-10-02,115,Partial Credit,7820.02
DIS-0495,INV-1495,VND-019,CleanOffice Services,Services,West,2025-05-29,Price Discrepancy,72369.14,46465.83,Medium,Ana Torres,Open,3,,,Pending,0.0
DIS-0496,INV-1496,VND-019,CleanOffice Services,Services,West,2025-02-15,Damaged Goods,70337.84,20181.78,Medium,Valeria Moreno,Escalated,106,2025-03-22,35,Full Credit,20181.78
DIS-0497,INV-1497,VND-019,CleanOffice Services,Services,West,2024-08-30,Contract Terms,45238.35,14667.77,Medium,Valeria Moreno,Escalated,275,2024-10-24,55,Partial Credit,7840.47
DIS-0498,INV-1498,VND-019,CleanOffice Services,Services,West,2025-03-01,Missing Goods,40170.23,18726.7,Medium,Diego Castillo,Escalated,92,2025-04-23,53,Payment Adjusted,8277.19
DIS-0499,INV-1499,VND-019,CleanOffice Services,Services,West,2024-06-28,Damaged Goods,16313.15,3626.88,High,Carlos Mendez,Resolved,338,2024-08-21,54,Payment Adjusted,1524.53
DIS-0500,INV-1500,VND-019,CleanOffice Services,Services,West,2024-07-21,Contract Terms,71220.45,41314.45,Low,Ana Torres,Closed,315,2024-11-06,108,Full Credit,41314.45
DIS-0501,INV-1501,VND-019,CleanOffice Services,Services,West,2024-07-28,Price Discrepancy,46360.86,4546.16,Low,Ana Torres,Escalated,308,2024-09-20,54,Partial Credit,2330.38
DIS-0502,INV-1502,VND-019,CleanOffice Services,Services,West,2024-06-01,Damaged Goods,96535.33,8987.18,High,Juan Vargas,Resolved,365,2024-06-29,28,No Action,0.0
DIS-0503,INV-1503,VND-019,CleanOffice Services,Services,West,2024-09-08,Service Quality,32170.62,2419.46,Medium,Luis Herrera,Resolved,266,2024-12-06,89,Full Credit,2419.46
DIS-0504,INV-1504,VND-019,CleanOffice Services,Services,West,2025-01-29,Missing Goods,67226.82,52553.52,Low,Valeria Moreno,Resolved,123,2025-03-23,53,Partial Credit,16826.91
DIS-0505,INV-1505,VND-019,CleanOffice Services,Services,West,2025-05-24,Missing Goods,75007.93,7610.52,Low,Diego Castillo,Open,8,,,Pending,0.0
DIS-0506,INV-1506,VND-019,CleanOffice Services,Services,West,2025-01-10,Duplicate Invoice,26498.07,20464.27,Medium,Ana Torres,Resolved,142,2025-03-06,55,Partial Credit,10952.04
DIS-0507,INV-1507,VND-019,CleanOffice Services,Services,West,2024-09-16,Missing Goods,32953.92,25053.6,High,Marta Lopez,Escalated,258,2024-11-06,51,Partial Credit,16584.99
DIS-0508,INV-1508,VND-019,CleanOffice Services,Services,West,2024-12-09,Service Quality,96317.68,37962.3,Medium,Ana Torres,Resolved,174,2025-01-14,36,Full Credit,37962.3
DIS-0509,INV-1509,VND-019,CleanOffice Services,Services,West,2024-07-11,Missing Goods,79922.32,17206.22,High,Valeria Moreno,Closed,325,2024-09-18,69,Partial Credit,10676.31
DIS-0510,INV-1510,VND-019,CleanOffice Services,Services,West,2025-01-17,Missing Goods,28584.47,3423.19,High,Carlos Mendez,Resolved,135,2025-02-11,25,Partial Credit,1410.77
DIS-0511,INV-1511,VND-019,CleanOffice Services,Services,West,2024-08-11,Damaged Goods,30562.2,23237.62,High,Juan Vargas,Escalated,294,2024-09-13,33,Payment Adjusted,10435.95
DIS-0512,INV-1512,VND-019,CleanOffice Services,Services,West,2025-02-15,Missing Goods,26774.72,18105.21,High,Sofia Ruiz,Escalated,106,2025-03-05,18,Pending,0.0
DIS-0513,INV-1513,VND-019,CleanOffice Services,Services,West,2024-06-19,Service Quality,95799.07,40187.58,Low,Ana Torres,Closed,347,2024-08-08,50,Partial Credit,19909.1
DIS-0514,INV-1514,VND-019,CleanOffice Services,Services,West,2024-08-10,Service Quality,87533.04,36597.92,Critical,Marta Lopez,Resolved,295,2024-11-17,99,Partial Credit,8508.61
DIS-0515,INV-1515,VND-019,CleanOffice Services,Services,West,2024-10-27,Duplicate Invoice,50440.41,22979.44,Medium,Sofia Ruiz,Resolved,217,2024-11-14,18,Payment Adjusted,6526.81
DIS-0516,INV-1516,VND-019,CleanOffice Services,Services,West,2024-06-13,Price Discrepancy,5799.77,3222.22,Medium,Diego Castillo,Resolved,353,2024-10-04,113,Full Credit,3222.22
DIS-0517,INV-1517,VND-019,CleanOffice Services,Services,West,2024-08-24,Missing Goods,29970.66,7554.29,Critical,Diego Castillo,Resolved,281,2024-10-20,57,Full Credit,7554.29
DIS-0518,INV-1518,VND-019,CleanOffice Services,Services,West,2024-06-07,Duplicate Invoice,76458.6,24757.94,Medium,Sofia Ruiz,Resolved,359,2024-08-22,76,Payment Adjusted,10538.87
DIS-0519,INV-1519,VND-019,CleanOffice Services,Services,West,2025-01-13,Damaged Goods,81388.32,37968.06,High,Sofia Ruiz,Closed,139,2025-04-20,97,Full Credit,37968.06
DIS-0520,INV-1520,VND-019,CleanOffice Services,Services,West,2025-05-27,Contract Terms,21777.69,9248.95,Critical,Diego Castillo,In Progress,5,,,Pending,0.0
DIS-0521,INV-1521,VND-020,GasNetwork,Utilities,East,2024-08-17,Damaged Goods,86557.69,7425.09,Low,Ana Torres,Resolved,288,2024-09-21,35,Partial Credit,4291.09
DIS-0522,INV-1522,VND-020,GasNetwork,Utilities,East,2024-10-13,Service Quality,75736.36,18542.29,Medium,Marta Lopez,Resolved,231,2024-12-07,55,Full Credit,18542.29
DIS-0523,INV-1523,VND-020,GasNetwork,Utilities,East,2024-06-18,Contract Terms,96496.07,19223.81,Medium,Sofia Ruiz,Closed,348,2024-07-27,39,Full Credit,19223.81
DIS-0524,INV-1524,VND-020,GasNetwork,Utilities,East,2024-06-21,Price Discrepancy,53492.23,33756.71,Medium,Valeria Moreno,Resolved,345,2024-08-22,62,Partial Credit,9685.1
DIS-0525,INV-1525,VND-020,GasNetwork,Utilities,East,2025-03-07,Service Quality,65855.16,49155.94,Medium,Valeria Moreno,Escalated,86,2025-03-19,12,Full Credit,49155.94
DIS-0526,INV-1526,VND-020,GasNetwork,Utilities,East,2024-12-07,Missing Goods,26680.7,7674.93,Medium,Valeria Moreno,Resolved,176,2025-02-04,59,Payment Adjusted,3649.49
DIS-0527,INV-1527,VND-020,GasNetwork,Utilities,East,2024-08-04,Price Discrepancy,54488.89,21126.24,Low,Sofia Ruiz,Escalated,301,2024-10-30,87,Full Credit,21126.24
DIS-0528,INV-1528,VND-020,GasNetwork,Utilities,East,2024-06-07,Price Discrepancy,76225.28,15849.42,Medium,Carlos Mendez,Closed,359,2024-08-09,63,Partial Credit,3420.61
DIS-0529,INV-1529,VND-020,GasNetwork,Utilities,East,2024-11-09,Service Quality,54778.37,43658.93,Low,Sofia Ruiz,In Progress,204,,,Pending,0.0
DIS-0530,INV-1530,VND-020,GasNetwork,Utilities,East,2024-11-13,Contract Terms,34390.21,8100.52,Medium,Sofia Ruiz,Resolved,200,2025-03-03,110,Full Credit,8100.52
DIS-0531,INV-1531,VND-020,GasNetwork,Utilities,East,2025-05-14,Duplicate Invoice,68037.17,47304.65,Medium,Juan Vargas,Closed,18,2025-05-25,11,Partial Credit,13295.87
DIS-0532,INV-1532,VND-020,GasNetwork,Utilities,East,2024-06-08,Contract Terms,56232.32,27729.46,Medium,Valeria Moreno,Resolved,358,2024-08-31,84,Partial Credit,20668.26
DIS-0533,INV-1533,VND-020,GasNetwork,Utilities,East,2024-09-27,Missing Goods,56268.47,36773.18,Medium,Valeria Moreno,Resolved,247,2024-11-07,41,Full Credit,36773.18
DIS-0534,INV-1534,VND-020,GasNetwork,Utilities,East,2024-09-06,Duplicate Invoice,82461.08,56564.99,Medium,Ana Torres,Escalated,268,2024-11-10,65,Pending,0.0
DIS-0535,INV-1535,VND-020,GasNetwork,Utilities,East,2024-09-29,Service Quality,33463.0,20894.36,High,Luis Herrera,Escalated,245,2024-12-11,73,Full Credit,20894.36
DIS-0536,INV-1536,VND-020,GasNetwork,Utilities,East,2024-11-02,Contract Terms,88805.4,33553.32,Low,Valeria Moreno,Closed,211,2024-12-03,31,Full Credit,33553.32
DIS-0537,INV-1537,VND-020,GasNetwork,Utilities,East,2024-10-27,Service Quality,64405.69,28174.76,High,Marta Lopez,Resolved,217,2025-02-02,98,Partial Credit,10179.35
DIS-0538,INV-1538,VND-020,GasNetwork,Utilities,East,2025-02-24,Contract Terms,86080.79,16080.36,Medium,Juan Vargas,Resolved,97,2025-04-02,37,Payment Adjusted,4772.63
DIS-0539,INV-1539,VND-020,GasNetwork,Utilities,East,2024-12-18,Damaged Goods,6842.56,596.84,Medium,Carlos Mendez,Resolved,165,2025-01-06,19,Payment Adjusted,233.27
DIS-0540,INV-1540,VND-020,GasNetwork,Utilities,East,2025-02-01,Duplicate Invoice,13568.71,828.28,Low,Marta Lopez,Escalated,120,2025-04-08,66,Pending,0.0
DIS-0541,INV-1541,VND-020,GasNetwork,Utilities,East,2024-10-06,Damaged Goods,71208.81,5255.41,Low,Ana Torres,Resolved,238,2024-11-28,53,Full Credit,5255.41
DIS-0542,INV-1542,VND-020,GasNetwork,Utilities,East,2024-10-03,Duplicate Invoice,22252.36,16061.18,Medium,Ana Torres,Resolved,241,2025-01-12,101,Payment Adjusted,4078.24
DIS-0543,INV-1543,VND-020,GasNetwork,Utilities,East,2024-10-17,Contract Terms,28480.41,22667.6,Low,Carlos Mendez,Resolved,227,2024-11-15,29,Partial Credit,13801.52
DIS-0544,INV-1544,VND-020,GasNetwork,Utilities,East,2024-12-23,Contract Terms,93940.45,15872.04,High,Carlos Mendez,Resolved,160,2025-03-17,84,Full Credit,15872.04
DIS-0545,INV-1545,VND-020,GasNetwork,Utilities,East,2024-11-28,Price Discrepancy,89314.36,62318.49,Low,Luis Herrera,Resolved,185,2025-01-11,44,Full Credit,62318.49
DIS-0546,INV-1546,VND-020,GasNetwork,Utilities,East,2025-01-10,Price Discrepancy,60546.2,21000.83,Low,Juan Vargas,Escalated,142,2025-02-01,22,Full Credit,21000.83
DIS-0547,INV-1547,VND-020,GasNetwork,Utilities,East,2025-04-16,Missing Goods,28628.61,12165.42,High,Ana Torres,Open,46,,,Pending,0.0
DIS-0548,INV-1548,VND-020,GasNetwork,Utilities,East,2024-07-05,Duplicate Invoice,19622.25,8874.46,Low,Luis Herrera,Resolved,331,2024-09-17,74,Payment Adjusted,3573.56
