transaction_id,date,period,year,month,quarter,category,flow_type,department,region,counterparty,reference,budget_amount,actual_amount,forecast_amount,variance,variance_pct,data_type,is_favorable
CF-0434,2026-06-26,Jun 2026,2026,6,Q2,Interest Income,Inflow,Finance,West,Bank of Commerce,INT-202606,1960.4,0.0,1805.66,0.0,0.0,Forecast,
CF-0437,2026-06-27,Jun 2026,2026,6,Q2,AP Payments,Outflow,Finance,Central,FastShip Logistics,PO-62046,19777.96,0.0,19563.05,0.0,0.0,Forecast,
CF-0423,2026-06-28,Jun 2026,2026,6,Q2,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-27392,74571.71,0.0,73234.29,0.0,0.0,Forecast,
CF-0429,2026-06-28,Jun 2026,2026,6,Q2,Product Sales,Inflow,Sales,North,ClearPath LLC,ORD-7815,36100.51,0.0,41173.61,0.0,0.0,Forecast,
CF-0449,2026-07-03,Jul 2026,2026,7,Q3,AR Collections,Inflow,Finance,East,Redwood Consulting,INV-36633,22765.03,0.0,23550.25,0.0,0.0,Forecast,
CF-0451,2026-07-03,Jul 2026,2026,7,Q3,AR Collections,Inflow,Finance,East,Pacific Distributors,INV-25202,21300.64,0.0,21469.45,0.0,0.0,Forecast,
CF-0455,2026-07-03,Jul 2026,2026,7,Q3,Product Sales,Inflow,Sales,Central,Nova Technologies,ORD-9723,48118.35,0.0,49560.58,0.0,0.0,Forecast,
CF-0468,2026-07-05,Jul 2026,2026,7,Q3,Operating Expenses,Outflow,HR,Central,TechCore Solutions,EXP-3359,27107.26,0.0,31790.67,0.0,0.0,Forecast,
CF-0465,2026-07-07,Jul 2026,2026,7,Q3,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202607-1,95056.64,0.0,89334.61,0.0,0.0,Forecast,
CF-0462,2026-07-10,Jul 2026,2026,7,Q3,AP Payments,Outflow,Finance,South,ProStaff Services,PO-25661,33846.99,0.0,30929.87,0.0,0.0,Forecast,
CF-0453,2026-07-12,Jul 2026,2026,7,Q3,Product Sales,Inflow,Sales,South,Redwood Consulting,ORD-9237,67195.1,0.0,74293.48,0.0,0.0,Forecast,
CF-0448,2026-07-13,Jul 2026,2026,7,Q3,AR Collections,Inflow,Finance,East,Meridian Corp,INV-93956,42143.79,0.0,43240.21,0.0,0.0,Forecast,
CF-0467,2026-07-13,Jul 2026,2026,7,Q3,Operating Expenses,Outflow,HR,West,TechCore Solutions,EXP-4680,22455.37,0.0,21870.91,0.0,0.0,Forecast,
CF-0458,2026-07-16,Jul 2026,2026,7,Q3,Service Revenue,Inflow,Sales,North,Summit Enterprises,SVC-2568,22515.71,0.0,22761.2,0.0,0.0,Forecast,
CF-0461,2026-07-17,Jul 2026,2026,7,Q3,AP Payments,Outflow,Finance,East,Acme Supplies Co.,PO-46275,14034.66,0.0,12964.83,0.0,0.0,Forecast,
CF-0460,2026-07-19,Jul 2026,2026,7,Q3,AP Payments,Outflow,Finance,South,ProStaff Services,PO-27825,35735.89,0.0,37473.67,0.0,0.0,Forecast,
CF-0470,2026-07-19,Jul 2026,2026,7,Q3,CAPEX,Outflow,IT,East,CloudSys Inc.,CAP-3713,60646.43,0.0,66182.45,0.0,0.0,Forecast,
CF-0450,2026-07-21,Jul 2026,2026,7,Q3,AR Collections,Inflow,Finance,South,Meridian Corp,INV-50654,40271.7,0.0,43412.51,0.0,0.0,Forecast,
CF-0466,2026-07-21,Jul 2026,2026,7,Q3,Payroll,Outflow,HR,East,Payroll Processing,PAY-202607-2,114642.37,0.0,123212.4,0.0,0.0,Forecast,
CF-0452,2026-07-22,Jul 2026,2026,7,Q3,AR Collections,Inflow,Finance,North,Blue Sky Solutions,INV-25655,55966.54,0.0,47579.64,0.0,0.0,Forecast,
CF-0457,2026-07-22,Jul 2026,2026,7,Q3,Service Revenue,Inflow,Sales,North,Meridian Corp,SVC-1935,50453.54,0.0,47986.25,0.0,0.0,Forecast,
CF-0454,2026-07-24,Jul 2026,2026,7,Q3,Product Sales,Inflow,Sales,West,Nova Technologies,ORD-5967,56608.9,0.0,55756.08,0.0,0.0,Forecast,
CF-0464,2026-07-25,Jul 2026,2026,7,Q3,AP Payments,Outflow,Finance,South,BuildRight Materials,PO-68002,40986.88,0.0,44277.27,0.0,0.0,Forecast,
CF-0463,2026-07-26,Jul 2026,2026,7,Q3,AP Payments,Outflow,Finance,Central,PowerGrid Utilities,PO-68468,16497.42,0.0,16417.84,0.0,0.0,Forecast,
CF-0456,2026-07-28,Jul 2026,2026,7,Q3,Service Revenue,Inflow,Sales,North,Titan Manufacturing,SVC-1683,14383.88,0.0,13352.95,0.0,0.0,Forecast,
CF-0459,2026-07-29,Jul 2026,2026,7,Q3,Interest Income,Inflow,Finance,East,Bank of Commerce,INT-202607,3487.89,0.0,3255.19,0.0,0.0,Forecast,
CF-0469,2026-07-29,Jul 2026,2026,7,Q3,Operating Expenses,Outflow,HR,South,MetalWorks Ltd.,EXP-9126,14500.31,0.0,12459.14,0.0,0.0,Forecast,
CF-0478,2026-08-02,Aug 2026,2026,8,Q3,Product Sales,Inflow,Sales,North,Harmon Industries,ORD-6070,35323.53,0.0,32243.22,0.0,0.0,Forecast,
CF-0484,2026-08-03,Aug 2026,2026,8,Q3,AP Payments,Outflow,Finance,Central,PowerGrid Utilities,PO-45101,23245.11,0.0,20751.91,0.0,0.0,Forecast,
CF-0473,2026-08-04,Aug 2026,2026,8,Q3,AR Collections,Inflow,Finance,East,Redwood Consulting,INV-56961,35899.9,0.0,37400.58,0.0,0.0,Forecast,
CF-0487,2026-08-07,Aug 2026,2026,8,Q3,Payroll,Outflow,HR,North,Payroll Processing,PAY-202608-1,107043.57,0.0,106646.07,0.0,0.0,Forecast,
CF-0489,2026-08-08,Aug 2026,2026,8,Q3,Operating Expenses,Outflow,Operations,North,TechCore Solutions,EXP-5030,22637.37,0.0,22761.69,0.0,0.0,Forecast,
CF-0479,2026-08-09,Aug 2026,2026,8,Q3,Product Sales,Inflow,Sales,West,Meridian Corp,ORD-5178,74497.52,0.0,79353.91,0.0,0.0,Forecast,
CF-0471,2026-08-13,Aug 2026,2026,8,Q3,AR Collections,Inflow,Finance,South,Summit Enterprises,INV-51688,70784.39,0.0,67127.11,0.0,0.0,Forecast,
CF-0481,2026-08-14,Aug 2026,2026,8,Q3,Service Revenue,Inflow,Sales,South,Pacific Distributors,SVC-3032,51737.66,0.0,48211.49,0.0,0.0,Forecast,
CF-0477,2026-08-18,Aug 2026,2026,8,Q3,Product Sales,Inflow,Sales,South,Redwood Consulting,ORD-7046,97641.11,0.0,82529.64,0.0,0.0,Forecast,
CF-0491,2026-08-19,Aug 2026,2026,8,Q3,Operating Expenses,Outflow,HR,Central,ProStaff Services,EXP-7846,9050.31,0.0,8464.62,0.0,0.0,Forecast,
CF-0492,2026-08-19,Aug 2026,2026,8,Q3,Operating Expenses,Outflow,Operations,North,MetalWorks Ltd.,EXP-7441,17962.95,0.0,17361.38,0.0,0.0,Forecast,
CF-0483,2026-08-20,Aug 2026,2026,8,Q3,AP Payments,Outflow,Finance,Central,BuildRight Materials,PO-62420,28107.84,0.0,26558.22,0.0,0.0,Forecast,
CF-0488,2026-08-21,Aug 2026,2026,8,Q3,Payroll,Outflow,HR,West,Payroll Processing,PAY-202608-2,169576.48,0.0,159355.98,0.0,0.0,Forecast,
CF-0476,2026-08-22,Aug 2026,2026,8,Q3,Product Sales,Inflow,Sales,West,Nova Technologies,ORD-7131,68644.07,0.0,70060.32,0.0,0.0,Forecast,
CF-0472,2026-08-25,Aug 2026,2026,8,Q3,AR Collections,Inflow,Finance,West,Titan Manufacturing,INV-24283,25758.38,0.0,22695.27,0.0,0.0,Forecast,
CF-0485,2026-08-26,Aug 2026,2026,8,Q3,AP Payments,Outflow,Finance,East,OfficePro Services,PO-72091,14969.32,0.0,13550.15,0.0,0.0,Forecast,
CF-0486,2026-08-26,Aug 2026,2026,8,Q3,AP Payments,Outflow,Finance,West,MetalWorks Ltd.,PO-42546,23268.64,0.0,24177.18,0.0,0.0,Forecast,
CF-0475,2026-08-27,Aug 2026,2026,8,Q3,AR Collections,Inflow,Finance,East,Summit Enterprises,INV-29441,20298.8,0.0,17888.34,0.0,0.0,Forecast,
CF-0482,2026-08-27,Aug 2026,2026,8,Q3,Interest Income,Inflow,Finance,South,Bank of Commerce,INT-202608,2592.74,0.0,2512.51,0.0,0.0,Forecast,
CF-0474,2026-08-28,Aug 2026,2026,8,Q3,AR Collections,Inflow,Finance,Central,Meridian Corp,INV-21851,44410.76,0.0,42601.17,0.0,0.0,Forecast,
CF-0480,2026-08-28,Aug 2026,2026,8,Q3,Service Revenue,Inflow,Sales,South,Summit Enterprises,SVC-1501,15955.08,0.0,14391.81,0.0,0.0,Forecast,
CF-0490,2026-08-31,Aug 2026,2026,8,Q3,Operating Expenses,Outflow,Operations,South,SafetyFirst Supplies,EXP-9934,22573.14,0.0,24746.03,0.0,0.0,Forecast,
CF-0499,2026-09-01,Sep 2026,2026,9,Q3,Product Sales,Inflow,Sales,Central,Titan Manufacturing,ORD-8207,40105.2,0.0,45365.5,0.0,0.0,Forecast,
CF-0513,2026-09-01,Sep 2026,2026,9,Q3,Operating Expenses,Outflow,Operations,North,FastShip Logistics,EXP-8228,9592.52,0.0,8630.42,0.0,0.0,Forecast,
CF-0494,2026-09-06,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,South,Summit Enterprises,INV-17806,37423.27,0.0,34313.95,0.0,0.0,Forecast,
CF-0511,2026-09-07,Sep 2026,2026,9,Q3,Payroll,Outflow,HR,South,Payroll Processing,PAY-202609-1,84963.54,0.0,89840.76,0.0,0.0,Forecast,
CF-0498,2026-09-08,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,East,Titan Manufacturing,INV-32983,62858.53,0.0,63625.74,0.0,0.0,Forecast,
CF-0496,2026-09-11,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,West,Nova Technologies,INV-52284,51402.95,0.0,45053.42,0.0,0.0,Forecast,
CF-0514,2026-09-13,Sep 2026,2026,9,Q3,Operating Expenses,Outflow,Sales,West,MetalWorks Ltd.,EXP-8415,12092.13,0.0,11850.93,0.0,0.0,Forecast,
CF-0509,2026-09-14,Sep 2026,2026,9,Q3,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-23509,27863.43,0.0,24776.18,0.0,0.0,Forecast,
CF-0497,2026-09-16,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,Central,Summit Enterprises,INV-32833,63135.02,0.0,66403.14,0.0,0.0,Forecast,
CF-0505,2026-09-16,Sep 2026,2026,9,Q3,Service Revenue,Inflow,Sales,West,Titan Manufacturing,SVC-3666,16361.43,0.0,16213.77,0.0,0.0,Forecast,
CF-0517,2026-09-16,Sep 2026,2026,9,Q3,Tax Payments,Outflow,Finance,South,IRS / Tax Authority,TAX-2026-Q3,91098.1,0.0,94020.42,0.0,0.0,Forecast,
CF-0493,2026-09-17,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,South,ClearPath LLC,INV-10089,30472.11,0.0,29984.37,0.0,0.0,Forecast,
CF-0510,2026-09-18,Sep 2026,2026,9,Q3,AP Payments,Outflow,Finance,North,OfficePro Services,PO-37384,20734.08,0.0,20179.88,0.0,0.0,Forecast,
CF-0500,2026-09-20,Sep 2026,2026,9,Q3,Product Sales,Inflow,Sales,West,Summit Enterprises,ORD-6809,27752.53,0.0,26865.84,0.0,0.0,Forecast,
CF-0508,2026-09-20,Sep 2026,2026,9,Q3,AP Payments,Outflow,Finance,South,MetalWorks Ltd.,PO-66170,18166.22,0.0,17974.42,0.0,0.0,Forecast,
CF-0512,2026-09-21,Sep 2026,2026,9,Q3,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202609-2,85450.49,0.0,78228.44,0.0,0.0,Forecast,
CF-0501,2026-09-24,Sep 2026,2026,9,Q3,Product Sales,Inflow,Sales,North,Meridian Corp,ORD-6949,36954.69,0.0,34568.12,0.0,0.0,Forecast,
CF-0502,2026-09-24,Sep 2026,2026,9,Q3,Service Revenue,Inflow,Sales,North,Summit Enterprises,SVC-2829,40811.06,0.0,35103.65,0.0,0.0,Forecast,
CF-0503,2026-09-26,Sep 2026,2026,9,Q3,Service Revenue,Inflow,Sales,West,Meridian Corp,SVC-3950,27070.69,0.0,23925.11,0.0,0.0,Forecast,
CF-0506,2026-09-26,Sep 2026,2026,9,Q3,Interest Income,Inflow,Finance,North,Bank of Commerce,INT-202609,1331.69,0.0,1266.55,0.0,0.0,Forecast,
CF-0516,2026-09-27,Sep 2026,2026,9,Q3,Operating Expenses,Outflow,HR,North,SafetyFirst Supplies,EXP-3504,11058.22,0.0,10644.48,0.0,0.0,Forecast,
CF-0495,2026-09-28,Sep 2026,2026,9,Q3,AR Collections,Inflow,Finance,West,Redwood Consulting,INV-57826,62138.89,0.0,66490.06,0.0,0.0,Forecast,
CF-0504,2026-09-29,Sep 2026,2026,9,Q3,Service Revenue,Inflow,Sales,West,Pacific Distributors,SVC-3019,53671.38,0.0,55470.34,0.0,0.0,Forecast,
CF-0507,2026-09-29,Sep 2026,2026,9,Q3,AP Payments,Outflow,Finance,North,CloudSys Inc.,PO-30545,18305.1,0.0,18722.44,0.0,0.0,Forecast,
CF-0515,2026-09-29,Sep 2026,2026,9,Q3,Operating Expenses,Outflow,Sales,West,ProStaff Services,EXP-4528,9252.27,0.0,8884.68,0.0,0.0,Forecast,
CF-0522,2026-10-03,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,Central,Pacific Distributors,INV-36465,20432.53,0.0,22921.91,0.0,0.0,Forecast,
CF-0532,2026-10-03,Oct 2026,2026,10,Q4,AP Payments,Outflow,Finance,West,BuildRight Materials,PO-48948,27779.25,0.0,27684.62,0.0,0.0,Forecast,
CF-0526,2026-10-04,Oct 2026,2026,10,Q4,Product Sales,Inflow,Sales,East,Nova Technologies,ORD-9387,72828.12,0.0,84277.56,0.0,0.0,Forecast,
CF-0535,2026-10-07,Oct 2026,2026,10,Q4,Payroll,Outflow,HR,North,Payroll Processing,PAY-202610-1,82894.82,0.0,86237.52,0.0,0.0,Forecast,
CF-0540,2026-10-07,Oct 2026,2026,10,Q4,Operating Expenses,Outflow,Operations,Central,BuildRight Materials,EXP-8551,22936.09,0.0,22211.6,0.0,0.0,Forecast,
CF-0519,2026-10-08,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,North,ClearPath LLC,INV-49171,50644.71,0.0,49368.9,0.0,0.0,Forecast,
CF-0539,2026-10-09,Oct 2026,2026,10,Q4,Operating Expenses,Outflow,Finance,Central,PowerGrid Utilities,EXP-3224,24266.04,0.0,22613.91,0.0,0.0,Forecast,
CF-0518,2026-10-13,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,West,Redwood Consulting,INV-64870,21476.07,0.0,24178.7,0.0,0.0,Forecast,
CF-0521,2026-10-15,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-31910,72107.52,0.0,82811.69,0.0,0.0,Forecast,
CF-0537,2026-10-15,Oct 2026,2026,10,Q4,Operating Expenses,Outflow,IT,South,CloudSys Inc.,EXP-8205,13472.09,0.0,15291.53,0.0,0.0,Forecast,
CF-0527,2026-10-16,Oct 2026,2026,10,Q4,Product Sales,Inflow,Sales,West,Titan Manufacturing,ORD-9988,57558.7,0.0,54187.05,0.0,0.0,Forecast,
CF-0529,2026-10-16,Oct 2026,2026,10,Q4,Service Revenue,Inflow,Sales,East,Nova Technologies,SVC-4674,14119.51,0.0,13299.92,0.0,0.0,Forecast,
CF-0534,2026-10-17,Oct 2026,2026,10,Q4,AP Payments,Outflow,Finance,Central,CloudSys Inc.,PO-28889,17200.43,0.0,17637.95,0.0,0.0,Forecast,
CF-0525,2026-10-19,Oct 2026,2026,10,Q4,Product Sales,Inflow,Sales,North,Titan Manufacturing,ORD-9773,37719.6,0.0,42876.49,0.0,0.0,Forecast,
CF-0538,2026-10-20,Oct 2026,2026,10,Q4,Operating Expenses,Outflow,Sales,South,FastShip Logistics,EXP-6887,13566.74,0.0,13626.1,0.0,0.0,Forecast,
CF-0536,2026-10-21,Oct 2026,2026,10,Q4,Payroll,Outflow,HR,South,Payroll Processing,PAY-202610-2,104949.03,0.0,111773.48,0.0,0.0,Forecast,
CF-0528,2026-10-22,Oct 2026,2026,10,Q4,Service Revenue,Inflow,Sales,South,Pacific Distributors,SVC-1158,38584.51,0.0,39747.15,0.0,0.0,Forecast,
CF-0531,2026-10-24,Oct 2026,2026,10,Q4,AP Payments,Outflow,Finance,West,MetalWorks Ltd.,PO-70726,16817.3,0.0,16639.96,0.0,0.0,Forecast,
CF-0533,2026-10-28,Oct 2026,2026,10,Q4,AP Payments,Outflow,Finance,North,ProStaff Services,PO-73806,33341.76,0.0,32360.01,0.0,0.0,Forecast,
CF-0520,2026-10-29,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,North,Redwood Consulting,INV-84905,46619.78,0.0,49204.1,0.0,0.0,Forecast,
CF-0530,2026-10-29,Oct 2026,2026,10,Q4,Interest Income,Inflow,Finance,South,Bank of Commerce,INT-202610,2399.27,0.0,2558.73,0.0,0.0,Forecast,
CF-0523,2026-10-30,Oct 2026,2026,10,Q4,AR Collections,Inflow,Finance,East,Meridian Corp,INV-21406,32699.52,0.0,31442.69,0.0,0.0,Forecast,
CF-0524,2026-10-30,Oct 2026,2026,10,Q4,Product Sales,Inflow,Sales,West,Apex Retail Group,ORD-9813,69173.5,0.0,68653.33,0.0,0.0,Forecast,
CF-0544,2026-11-01,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,Central,Redwood Consulting,INV-96816,51315.77,0.0,59149.82,0.0,0.0,Forecast,
CF-0559,2026-11-02,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,South,Acme Supplies Co.,PO-49625,17282.91,0.0,17205.0,0.0,0.0,Forecast,
CF-0562,2026-11-02,Nov 2026,2026,11,Q4,Operating Expenses,Outflow,IT,East,BuildRight Materials,EXP-8985,13816.28,0.0,12513.79,0.0,0.0,Forecast,
CF-0565,2026-11-02,Nov 2026,2026,11,Q4,Operating Expenses,Outflow,HR,East,PowerGrid Utilities,EXP-6734,6501.6,0.0,6998.77,0.0,0.0,Forecast,
CF-0552,2026-11-05,Nov 2026,2026,11,Q4,Service Revenue,Inflow,Sales,South,Nova Technologies,SVC-3970,16196.93,0.0,17646.28,0.0,0.0,Forecast,
CF-0566,2026-11-05,Nov 2026,2026,11,Q4,CAPEX,Outflow,Operations,West,MetalWorks Ltd.,CAP-2471,89304.46,0.0,90857.71,0.0,0.0,Forecast,
CF-0543,2026-11-07,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,West,ClearPath LLC,INV-49602,44162.89,0.0,48100.8,0.0,0.0,Forecast,
CF-0557,2026-11-07,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,West,ProStaff Services,PO-46816,10945.15,0.0,12195.39,0.0,0.0,Forecast,
CF-0560,2026-11-07,Nov 2026,2026,11,Q4,Payroll,Outflow,HR,North,Payroll Processing,PAY-202611-1,137627.89,0.0,141942.21,0.0,0.0,Forecast,
CF-0550,2026-11-08,Nov 2026,2026,11,Q4,Service Revenue,Inflow,Sales,East,Redwood Consulting,SVC-3614,43241.64,0.0,47955.45,0.0,0.0,Forecast,
CF-0548,2026-11-11,Nov 2026,2026,11,Q4,Product Sales,Inflow,Sales,East,Blue Sky Solutions,ORD-5208,59348.37,0.0,66461.85,0.0,0.0,Forecast,
CF-0564,2026-11-12,Nov 2026,2026,11,Q4,Operating Expenses,Outflow,HR,South,FastShip Logistics,EXP-3841,20951.07,0.0,20916.43,0.0,0.0,Forecast,
CF-0549,2026-11-13,Nov 2026,2026,11,Q4,Product Sales,Inflow,Sales,South,Pacific Distributors,ORD-5289,102087.48,0.0,112363.98,0.0,0.0,Forecast,
CF-0554,2026-11-14,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,North,ProStaff Services,PO-44358,37371.56,0.0,34473.05,0.0,0.0,Forecast,
CF-0563,2026-11-17,Nov 2026,2026,11,Q4,Operating Expenses,Outflow,Operations,South,Acme Supplies Co.,EXP-8543,22407.5,0.0,20941.6,0.0,0.0,Forecast,
CF-0545,2026-11-20,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,East,Nova Technologies,INV-49121,54898.5,0.0,56756.98,0.0,0.0,Forecast,
CF-0546,2026-11-21,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,East,Summit Enterprises,INV-46291,74336.58,0.0,73176.25,0.0,0.0,Forecast,
CF-0561,2026-11-21,Nov 2026,2026,11,Q4,Payroll,Outflow,HR,West,Payroll Processing,PAY-202611-2,92940.6,0.0,91647.23,0.0,0.0,Forecast,
CF-0547,2026-11-25,Nov 2026,2026,11,Q4,Product Sales,Inflow,Sales,Central,Harmon Industries,ORD-5465,37743.99,0.0,42470.58,0.0,0.0,Forecast,
CF-0542,2026-11-26,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,East,Nova Technologies,INV-94245,32386.26,0.0,32888.58,0.0,0.0,Forecast,
CF-0551,2026-11-28,Nov 2026,2026,11,Q4,Service Revenue,Inflow,Sales,East,Blue Sky Solutions,SVC-4443,33814.54,0.0,34756.66,0.0,0.0,Forecast,
CF-0553,2026-11-28,Nov 2026,2026,11,Q4,Interest Income,Inflow,Finance,South,Bank of Commerce,INT-202611,5261.16,0.0,5104.99,0.0,0.0,Forecast,
CF-0555,2026-11-28,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,South,SafetyFirst Supplies,PO-58031,22939.32,0.0,22279.13,0.0,0.0,Forecast,
CF-0556,2026-11-28,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,South,CloudSys Inc.,PO-54723,24017.19,0.0,21384.34,0.0,0.0,Forecast,
CF-0558,2026-11-28,Nov 2026,2026,11,Q4,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-71048,11156.07,0.0,10102.79,0.0,0.0,Forecast,
CF-0541,2026-11-30,Nov 2026,2026,11,Q4,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-94852,18507.19,0.0,18130.23,0.0,0.0,Forecast,
CF-0573,2026-12-04,Dec 2026,2026,12,Q4,Product Sales,Inflow,Sales,East,Meridian Corp,ORD-9077,35007.44,0.0,30915.4,0.0,0.0,Forecast,
CF-0577,2026-12-04,Dec 2026,2026,12,Q4,Service Revenue,Inflow,Sales,East,Nova Technologies,SVC-3639,43113.24,0.0,43769.85,0.0,0.0,Forecast,
CF-0580,2026-12-05,Dec 2026,2026,12,Q4,AP Payments,Outflow,Finance,Central,FastShip Logistics,PO-41539,6348.2,0.0,6074.26,0.0,0.0,Forecast,
CF-0584,2026-12-07,Dec 2026,2026,12,Q4,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202612-1,90371.31,0.0,91603.2,0.0,0.0,Forecast,
CF-0588,2026-12-08,Dec 2026,2026,12,Q4,Operating Expenses,Outflow,HR,West,OfficePro Services,EXP-7285,21646.79,0.0,23190.3,0.0,0.0,Forecast,
CF-0574,2026-12-12,Dec 2026,2026,12,Q4,Service Revenue,Inflow,Sales,South,Pacific Distributors,SVC-2209,53844.15,0.0,50399.28,0.0,0.0,Forecast,
CF-0589,2026-12-12,Dec 2026,2026,12,Q4,CAPEX,Outflow,Operations,North,FastShip Logistics,CAP-3286,46360.55,0.0,52749.48,0.0,0.0,Forecast,
CF-0590,2026-12-13,Dec 2026,2026,12,Q4,Tax Payments,Outflow,Finance,West,IRS / Tax Authority,TAX-2026-Q4,122556.87,0.0,122022.55,0.0,0.0,Forecast,
CF-0570,2026-12-14,Dec 2026,2026,12,Q4,AR Collections,Inflow,Finance,South,ClearPath LLC,INV-59840,57315.74,0.0,50904.13,0.0,0.0,Forecast,
CF-0582,2026-12-15,Dec 2026,2026,12,Q4,AP Payments,Outflow,Finance,West,PowerGrid Utilities,PO-74768,20409.01,0.0,20910.56,0.0,0.0,Forecast,
CF-0575,2026-12-16,Dec 2026,2026,12,Q4,Service Revenue,Inflow,Sales,North,Summit Enterprises,SVC-1960,41592.77,0.0,38482.53,0.0,0.0,Forecast,
CF-0569,2026-12-20,Dec 2026,2026,12,Q4,AR Collections,Inflow,Finance,North,Apex Retail Group,INV-96765,53518.68,0.0,51976.64,0.0,0.0,Forecast,
CF-0572,2026-12-20,Dec 2026,2026,12,Q4,Product Sales,Inflow,Sales,Central,Blue Sky Solutions,ORD-8431,47948.06,0.0,48481.55,0.0,0.0,Forecast,
CF-0571,2026-12-21,Dec 2026,2026,12,Q4,Product Sales,Inflow,Sales,Central,Apex Retail Group,ORD-7466,84091.32,0.0,77227.65,0.0,0.0,Forecast,
CF-0585,2026-12-21,Dec 2026,2026,12,Q4,Payroll,Outflow,HR,East,Payroll Processing,PAY-202612-2,147839.31,0.0,143146.28,0.0,0.0,Forecast,
CF-0587,2026-12-21,Dec 2026,2026,12,Q4,Operating Expenses,Outflow,HR,Central,Acme Supplies Co.,EXP-8771,6456.73,0.0,7072.48,0.0,0.0,Forecast,
CF-0576,2026-12-22,Dec 2026,2026,12,Q4,Service Revenue,Inflow,Sales,North,ClearPath LLC,SVC-1610,47914.98,0.0,53607.06,0.0,0.0,Forecast,
CF-0579,2026-12-22,Dec 2026,2026,12,Q4,AP Payments,Outflow,Finance,North,ProStaff Services,PO-47918,18967.73,0.0,18022.61,0.0,0.0,Forecast,
CF-0568,2026-12-23,Dec 2026,2026,12,Q4,AR Collections,Inflow,Finance,Central,Apex Retail Group,INV-59177,25020.23,0.0,25853.22,0.0,0.0,Forecast,
CF-0567,2026-12-24,Dec 2026,2026,12,Q4,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-37681,31019.84,0.0,32938.05,0.0,0.0,Forecast,
CF-0581,2026-12-24,Dec 2026,2026,12,Q4,AP Payments,Outflow,Finance,West,TechCore Solutions,PO-44420,15659.14,0.0,15250.25,0.0,0.0,Forecast,
CF-0578,2026-12-26,Dec 2026,2026,12,Q4,Interest Income,Inflow,Finance,North,Bank of Commerce,INT-202612,2188.56,0.0,1991.63,0.0,0.0,Forecast,
CF-0583,2026-12-26,Dec 2026,2026,12,Q4,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-27409,29358.47,0.0,28512.31,0.0,0.0,Forecast,
CF-0586,2026-12-29,Dec 2026,2026,12,Q4,Operating Expenses,Outflow,Operations,North,MetalWorks Ltd.,EXP-6998,24839.24,0.0,22646.4,0.0,0.0,Forecast,
